[0.1s-182.7s] OK 那么市场今天是非常的
[183.7s-184.5s] 两级分化
[2927.4s-2929.0s] 所有的东西都是这样子的
[2929.0s-2931.7s] 前期会免费或者便宜一点
[2932.3s-2934.4s] 到后面等到功能齐全的时候
[2934.4s-2935.5s] 普通人就用不了了
[2936.4s-2937.9s] 我说的是一些
[2938.4s-2940.9s] 能够让你财富增长
[2940.9s-2942.3s] 以及或者说让你
[2943.5s-2944.4s] 从商业的角度来
[2944.4s-2946.8s] 就是业务增长的工具
[2947.2s-2948.5s] 它一直都是这样子的
[2948.5s-2949.4s] 前期都是免费
[2950.3s-2952.1s] 就跟很多营销
[2952.2s-2953.1s] 当时我们用饿了
[2953.1s-2953.4s] 吗
[2953.4s-2954.7s] 用那种前期都是免费的
[2954.7s-2955.9s] 后来收费越来越高
[2956.1s-2956.8s] 就这个道理
[2957.8s-2958.6s] 就这个道理
[2960.7s-2961.7s] 都是用GPT5的
[2961.7s-2962.3s] 我也说
[2974.9s-2975.8s] 你们放心
[2975.8s-2976.7s] 这里面的老粉
[2976.7s-2979.9s] 我也不会说让你们
[2980.6s-2981.9s] 怎么我们升级到高级版
[2981.9s-2982.5s] 不要你们用了
[2982.5s-2983.4s] 不可能的
[2983.4s-2984.6s] 你们还是有的用的
[2984.6s-2985.6s] 只要你们的
[2985.8s-2987.8s] 这就是你们的卡是
[2988.5s-2990.4s] 就是你们的卡是到什么日期的
[2990.4s-2991.9s] 肯定让你们用到这个日期的
[2992.3s-2994.0s] 不可能说前级卖的便宜了
[2994.0s-2994.8s] 后面不让你们用了
[2994.8s-2995.4s] 不存在了
[2995.4s-2996.1s] 这个你们放心
[2996.6s-2998.6s] 你的卡上面的日期是几号
[2998.6s-2999.4s] 就是几号
[3000.4s-3000.9s] 来
[3001.2s-3001.5s] OK
[3001.5s-3003.9s] 那么我们回到这个盘面
[3003.9s-3004.6s] 那么今天
[3005.9s-3006.6s] 淘定率
[3007.2s-3008.3s] 淘定率出来了以后
[3008.3s-3009.4s] 其实芯片其实
[3009.8s-3011.1s] 我一眼就相中了
[3011.8s-3012.8s] 我一眼就相中了
[3012.8s-3013.2s] 它
[3014.2s-3015.3s] 所以我把这个标的
[3015.3s-3016.7s] 也作为持续跟踪的标的
[3016.7s-3017.7s] 加到了自选股
[3017.9s-3020.3s] 接下来每一天也会带着大家去
[3020.3s-3021.1s] 持续跟踪
[3021.3s-3023.0s] 金方科技我就不加了
[3023.3s-3024.5s] 很多人说老大
[3024.5s-3026.6s] 那你为什么不把金方科技
[3026.6s-3027.4s] 为什么不加呢
[3027.6s-3028.2s] 因为
[3028.5s-3030.3s] 这纯粹是从个人视角
[3030.4s-3031.4s] 我给你们讲一下
[3031.9s-3032.6s] 我给你们讲一下
[3032.6s-3034.0s] 这纯粹是个个人视角
[3034.0s-3035.9s] 今天弹出来汽车芯片
[3035.9s-3036.9s] 弹出来以后
[3037.2s-3038.6s] 那么整个市场非常明显的
[3038.6s-3039.3s] 就是因为
[3039.5s-3040.0s] 淘定率
[3041.2s-3041.5s] 对吧
[3041.5s-3042.6s] 就是因为淘定率
[3043.1s-3044.2s] 在这样子的
[3044.4s-3047.0s] 淘定率的核心逻辑的加持下面
[3047.0s-3048.2s] 今天整个芯片板块
[3048.2s-3049.3s] 就走得非常强
[3049.3s-3050.2s] 那为什么说
[3050.2s-3052.2s] 从东芯和金方的角度来说
[3052.2s-3053.6s] 我可能更喜欢东芯一点
[3053.8s-3055.6s] 这里面有几大逻辑
[3055.9s-3057.0s] 这里面有几大逻辑
[3057.0s-3059.2s] 首先是业绩层面
[3059.3s-3060.1s] 业绩层面
[3060.1s-3061.0s] 其实东芯的业绩
[3061.0s-3062.8s] 要比金方要好很多
[3062.9s-3065.1s] 东芯算是一个非常大的
[3065.1s-3066.9s] 今年一季报是一个
[3066.9s-3068.1s] 非常大的业绩反转
[3069.0s-3069.7s] 这是一个点
[3069.7s-3070.2s] 第二
[3070.3s-3072.0s] 东芯有自己的核心东西
[3072.3s-3073.4s] 它有一家
[3074.5s-3075.6s] 控股公司
[3075.6s-3076.8s] 叫做利算
[3076.8s-3077.6s] 你们知道吧
[3077.9s-3079.5s] 东芯是去年的腰股
[3081.0s-3082.9s] 东芯是去年的腰股
[3085.2s-3086.0s] 大腰股
[3086.0s-3087.2s] 因为它有一家公司
[3087.2s-3088.4s] 非常出名的叫利算
[3088.4s-3089.7s] 利算当时出来的时候
[3089.7s-3090.4s] 对标的是什么
[3090.4s-3091.1s] 因为答
[3092.7s-3094.1s] 国内它不属于第一梯队
[3094.1s-3095.4s] 第一梯队是摩尔县城
[3097.0s-3098.4s] 第一梯队是摩尔县城
[3099.4s-3099.9s] 对吧
[3099.9s-3101.3s] 利算属于第二梯队
[3102.4s-3103.4s] 利算属于第二梯队
[3103.4s-3104.6s] 当时吵得沸沸扬扬
[3104.6s-3108.1s] 就是因为它有30%的利算的股份
[3109.0s-3110.9s] 这个是第二个点
[3111.1s-3112.0s] 然后第三个点
[3112.0s-3113.1s] 确实最终这段时间
[3113.1s-3114.4s] GPU涨得非常多
[3114.8s-3116.1s] GPU涨得非常多
[3116.1s-3117.5s] 然后英伟达也涨得非常多
[3117.5s-3119.5s] 那相当于东芯是既占了
[3120.2s-3121.1s] 既占了
[3121.9s-3124.2s] 英伟达又占了GPU
[3128.8s-3129.1s] 对
[3129.1s-3130.1s] 这个是老情人
[3130.4s-3131.3s] 这个是老情人
[3132.8s-3133.8s] 这个是老情人
[3133.8s-3136.5s] 所以从我个人的视角上面来说
[3136.5s-3139.8s] 可能会更亲赖于东芯一点
[3140.7s-3142.0s] 但是东芯和金芳
[3142.0s-3143.3s] 明天肯定都是超级议价
[3143.3s-3145.4s] 这两个标的今天都是强势的板块
[3149.4s-3151.8s] 都是强势的板块
[3151.8s-3153.6s] 所以有些人说赚金芳
[3153.6s-3154.7s] 你们先搞清楚
[3155.0s-3157.7s] 我说的是从我个人的视角
[3158.9s-3160.9s] 市场最终走出来哪个好
[3160.9s-3161.6s] 不知道
[3162.5s-3165.2s] 我只是说金芳我就不跟踪了
[3165.3s-3166.7s] 能听懂我的意思吗
[3167.0s-3169.4s] 我只是说金芳我就不跟踪了
[3171.0s-3172.5s] 因为它的趋势也很好
[3172.7s-3173.8s] 这两个标的
[3174.1s-3174.8s] 走出来的时候
[3174.8s-3176.3s] 两个标的趋势都很好
[3176.6s-3178.2s] 只不过今天东芯更强一点
[3180.9s-3181.5s] 对吧
[3182.4s-3183.9s] 这两个标的明天都是高益价
[3183.9s-3185.3s] 而且你们都是有溢价率的
[3185.3s-3187.6s] 这两个标的今天都是有三个多点溢价的
[3188.0s-3188.5s] 换个锤
[3188.6s-3189.5s] 今天就占六个点
[3189.5s-3190.6s] 明天全部高益价
[3195.9s-3196.7s] 能懂吗
[3198.7s-3199.5s] 能懂吗
[3199.9s-3201.7s] 所以像芯片这个板块
[3202.0s-3203.6s] 我们也要拿一部分的
[3203.8s-3205.8s] 我帮你们加到自选股的
[3205.8s-3207.4s] 理论上面都是波段股
[3207.7s-3209.8s] 听这句话我只讲一遍
[3210.2s-3211.6s] 再没有新粉
[3211.7s-3213.6s] 如果再有老粉问这句话
[3213.6s-3214.9s] 下次你会被我骂死
[3216.4s-3218.2s] 我加到自选股的
[3219.0s-3220.3s] 一定都是波段股
[3221.7s-3222.4s] 听懂了吗
[3225.0s-3225.8s] 听懂了吗
[3226.4s-3228.1s] 我不加到自选股的
[3228.4s-3230.1s] 不一定它不是波段股
[3230.1s-3231.6s] 只不过是我不跟踪而已
[3231.7s-3233.3s] 因为我们的精力有限
[3233.3s-3234.9s] 跟踪不了那么多的票
[3235.9s-3237.7s] 我只会拿一个典型
[3237.7s-3238.5s] 比如说
[3239.9s-3241.3s] 在这个掏定率里面
[3241.3s-3242.4s] 我拿一个典型
[3242.4s-3243.4s] 我拿东西
[3244.0s-3245.3s] 为什么很多人说
[3246.4s-3247.1s] 很多人说
[3247.3s-3249.2s] 老大那你为什么昨天拿了两个标的
[3249.2s-3250.8s] 因为其中一个是我分享的
[3250.8s-3252.0s] 一个是软件分享的
[3252.4s-3253.3s] 所以在
[3254.4s-3255.7s] 印刷电路板里面
[3256.0s-3258.1s] 这一次我们有两个标的
[3261.2s-3261.7s] 对不对
[3263.7s-3264.2s] 对不对
[3264.2s-3265.7s] 所以因为有两个标
[3265.7s-3266.9s] 一个是我朋友前分享的
[3266.9s-3267.9s] 一个是软件分享的
[3268.1s-3269.5s] 所以在印刷电路板里面
[3269.5s-3270.4s] 有两个标的
[3270.6s-3272.5s] 但是像这一次的套定率里面
[3272.5s-3273.7s] 我就拎一个标的
[3273.7s-3274.6s] 其他就不看了
[3275.3s-3276.4s] 这个标这个
[3276.4s-3277.6s] 套定率里面的大容量
[3277.6s-3278.4s] 就是中芯国际
[3279.2s-3280.4s] 这种反正大家都看得懂
[3280.4s-3281.7s] 我就点一下就好了
[3282.1s-3282.7s] 大容量
[3282.7s-3283.4s] 超级大容量
[3283.4s-3284.2s] 肯定是中芯国际
[3284.4s-3285.2s] 所谓的行业龙头
[3285.2s-3286.1s] 行业龙头
[3286.1s-3287.5s] 我们在说的更不就是中芯国际
[3287.5s-3290.2s] 对吧
[3291.1s-3291.4s] OK
[3291.4s-3293.4s] 我们就选一个代表跟踪就好了
[3293.4s-3294.5s] 因为一个板块里面
[3294.5s-3295.6s] 核心标的有什么区别
[3295.6s-3296.5s] 我跟你们讲过
[3296.7s-3297.7s] 很多人就吃饱了
[3297.7s-3298.3s] 撑的
[3298.5s-3299.6s] 就找要我重复
[3299.6s-3300.7s] 买了得名利的时候
[3300.7s-3302.4s] 有些人说我买的是江波龙
[3302.4s-3302.8s] 怎么办
[3302.8s-3304.0s] 你脑子有问题
[3305.9s-3307.0s] 鬼知道这个阶段
[3307.0s-3308.3s] 到底是哪个板块走的好
[3308.3s-3309.3s] 哪个标的走的好
[3309.3s-3310.1s] 反正有什么区别
[3311.3s-3312.3s] 你说东芯
[3313.3s-3314.2s] 韩五季
[3314.7s-3315.4s] 什么
[3319.2s-3320.2s] 中芯国际
[3320.4s-3321.7s] 鬼知道最后谁走的好
[3323.4s-3324.3s] 能理解吧
[3325.3s-3327.3s] 我讲一个有代表性的就可以了
[3327.3s-3328.2s] 那有什么区别
[3328.4s-3329.8s] 你板块里面自己照样
[3329.8s-3330.9s] 照猫画火不会
[3332.8s-3333.4s] 好吧
[3333.4s-3334.8s] 所以现在跟踪的票
[3334.8s-3335.9s] 我们就非常简单
[3336.2s-3338.1s] 目前我们跟踪的票第一
[3339.7s-3340.5s] 掏定率
[3341.1s-3343.5s] 我选择跟踪软件推送的股票
[3343.8s-3344.7s] 东芯股份
[3347.7s-3349.0s] 印刷电路板PCB
[3349.0s-3349.9s] 我选择
[3350.2s-3352.1s] 互电跟生意作为跟踪
[3353.0s-3353.8s] 然后
[3354.3s-3355.4s] 成主芯片
[3355.6s-3356.7s] 我选择造译
[3356.7s-3359.0s] 这本来就是我们的打达的老情人
[3359.6s-3360.3s] 机器人板块
[3360.3s-3361.6s] 我选择三花
[3362.3s-3362.9s] 完事了
[3367.6s-3368.2s] OK
[3371.9s-3372.2s] OK
[3372.2s-3374.0s] 我讲的很明确了
[3374.9s-3376.5s] 我然后我再来说一下
[3376.5s-3378.3s] 我今天收到几条信息
[3378.3s-3379.6s] 我觉得真的很搞笑
[3380.2s-3381.3s] 我收到有一条信息
[3381.3s-3382.5s] 我真的一定要来读一下
[3382.5s-3384.1s] 有一个粉丝的提问
[3385.4s-3386.6s] 有一个粉丝的提问
[3386.6s-3387.3s] 我看一下
[3387.3s-3389.6s] 我记得我是有的
[3391.0s-3391.7s] 老大
[3391.9s-3394.7s] 你最近推荐的照译之类的
[3394.7s-3395.9s] 我都买得很少
[3396.1s-3397.7s] 自从得名力走了以后
[3397.7s-3398.8s] 就一直恐高
[3399.2s-3400.8s] 然后这种心态就很难受
[3400.8s-3402.4s] 然后自己就去随便买
[3402.4s-3403.1s] 然后随便买
[3403.1s-3404.3s] 就亏得一塌糊涂
[3408.4s-3409.3s] 然后自己买
[3409.3s-3410.4s] 就是亏得一塌糊涂
[3417.0s-3417.4s] 就
[3418.9s-3420.4s] 他就这个名
[3420.4s-3421.3s] 他也没问我怎么办
[3421.3s-3423.5s] 因为他知道这是他自己要解决的问题
[3424.7s-3426.8s] 他知道是他自己要解决的问题
[3429.1s-3430.0s] 这个其实非常简单
[3430.0s-3431.2s] 你只要不停的亏钱
[3431.2s-3431.8s] 亏是亏的
[3431.8s-3432.6s] 你总会明白
[3433.5s-3435.5s] 谷底子里面
[3435.5s-3437.6s] 不就是相信自己选的票更好一点
[3440.2s-3441.3s] 不相信软件
[3441.3s-3443.3s] 不相信我分享的
[3443.3s-3444.3s] 相信自己的票选的
[3444.3s-3445.6s] 然后自己的票亏了
[3446.3s-3447.3s] 他无动于衷
[3448.3s-3450.1s] 我发现直播间有一个很神奇的
[3450.1s-3451.0s] 自己的票亏了
[3451.0s-3451.7s] 从来不说话
[3452.7s-3453.3s] 什么叫不说话
[3453.3s-3454.4s] 就自己的票亏了
[3455.1s-3457.2s] 只要但凡是软件选的
[3457.2s-3458.4s] 一个票亏了钱
[3459.1s-3460.0s] 或者我分享的票
[3460.5s-3461.5s] 一个票亏了钱
[3462.8s-3463.7s] 信息就来了
[3465.4s-3466.4s] 这个票怎么办
[3467.0s-3467.4s] 回车了
[3467.9s-3468.3s] 回调了
[3470.8s-3471.8s] 以后这种信息看到
[3471.8s-3473.4s] 一律两个大嘴巴子上回去
[3475.7s-3476.5s] 不是没脸说
[3476.5s-3477.4s] 他自己犯错了
[3477.4s-3478.3s] 他觉得无所谓
[3479.7s-3480.7s] 他自己犯错了
[3480.7s-3481.3s] 觉得无所谓
[3481.3s-3482.4s] 自己的票亏钱了
[3482.4s-3483.4s] 他觉得无所谓
[3483.4s-3484.4s] 应该的正常的
[3484.4s-3485.1s] 没问题
[3486.6s-3487.3s] 我跟你们说过
[3487.3s-3489.1s] 人性底层里面有一个叫做
[3489.1s-3491.3s] 容不得对方犯一次错
[3493.1s-3494.8s] 人性的底层里面有一个
[3494.8s-3496.1s] 最列根性的
[3496.6s-3498.0s] 叫做怪别人
[3499.2s-3500.3s] 永远不怪自己
[3505.1s-3505.9s] 你们懂吗
[3507.7s-3509.5s] 所以说这种都是列根性
[3510.1s-3513.7s] 我们永远要保持客观
[3514.4s-3516.7s] 客观事实的逻辑
[3516.7s-3517.8s] 去看待一件事情
[3517.8s-3518.9s] 去分析利弊
[3518.9s-3520.7s] 最后是否对你受用
[3523.5s-3526.0s] 你想要站在社会的顶部
[3526.2s-3528.2s] 必须要具备这项能力
[3529.6s-3530.4s] 我再说一遍
[3530.4s-3531.5s] 这项能力非常重要
[3534.4s-3535.8s] 我再说一遍
[3535.8s-3537.0s] 这项能力非常重要
[3537.4s-3538.3s] 任何一个人
[3538.3s-3539.9s] 你想要在这个社会当中
[3539.9s-3540.9s] 拿到大的结果
[3540.9s-3542.5s] 你必须要具备的能力
[3542.5s-3545.4s] 要用客观事实
[3546.4s-3548.8s] 去了解任何一件事情的真相
[3548.8s-3550.1s] 再去分析
[3550.6s-3552.3s] 是否能为己所用
[3552.3s-3553.6s] 是否对自己有利
[3554.3s-3556.0s] 我从来不觉得精致的
[3556.0s-3557.3s] 利己主义有什么问题
[3557.3s-3559.3s] 但是很多人连利己
[3559.3s-3560.7s] 他都搞不懂什么叫利己
[3563.3s-3564.4s] 这是最可怕的
[3564.4s-3565.6s] 我最担心的是
[3565.6s-3566.5s] 他搞不懂
[3566.5s-3567.8s] 就像我每一次在说
[3567.8s-3569.5s] 股市是一个概率性游戏
[3570.1s-3572.3s] 综合胜率在70%以上的
[3572.3s-3573.6s] 已经是顶级大佬了
[3575.7s-3576.6s] 就是顶级大佬
[3576.6s-3578.2s] 软件胜率在70%以上的
[3578.2s-3579.2s] 也是顶级软件了
[3580.1s-3581.9s] 正常的量化公司的
[3582.1s-3583.6s] 胜率基本上在160%
[3589.7s-3590.7s] 一旦想买自己的票
[3590.7s-3592.2s] 马上给自己两个大嘴巴哈子
[3593.6s-3594.1s] 能懂吗
[3594.1s-3595.8s] 所以这段话送给大家
[3596.1s-3598.3s] 当你们能够深刻理解我这句话
[3598.3s-3600.9s] 慢慢去做到一些行为逻辑的时候
[3600.9s-3601.8s] 你会发现
[3601.8s-3602.8s] 你会蛻变
[3603.1s-3604.1s] 这个蛻变
[3604.1s-3606.4s] 不是说你在交易市场有什么蛻变
[3606.4s-3608.7s] 你出去跟你朋友在聊天
[3608.7s-3610.3s] 跟你的同事在聊天
[3610.3s-3612.0s] 跟你的老板在聊天
[3612.0s-3614.4s] 当你把随口说的一些话
[3614.4s-3615.8s] 你分享说出来的时候
[3616.3s-3618.4s] 人家在那边已经这样子
[3618.9s-3620.2s] 崇拜的眼神
[3622.0s-3623.4s] 我一点都不夸张
[3624.2s-3625.6s] 崇拜的眼神
[3627.6s-3630.4s] 我相信很多老粉体验过这种感觉了
[3632.5s-3635.2s] 我相信很多老粉体验过这种感觉了
[3635.3s-3636.8s] 你现在很多时候出去
[3636.8s-3638.2s] 跟别人聊天的时候
[3638.2s-3639.9s] 很多人其实就会放来
[3640.5s-3641.6s] 崇拜的眼光
[3644.5s-3647.4s] 一个人不容易被任何外界的因素
[3647.4s-3648.9s] 外界的人所骚扰
[3649.0s-3651.2s] 具备自己独立思考独立判断
[3651.2s-3652.9s] 看透真相能力的人
[3652.9s-3655.3s] 这种人的个人魅力是无限的
[3659.3s-3661.2s] 这种人的个人魅力是无限的
[3669.1s-3670.2s] 你们好好去体验
[3670.4s-3671.6s] 尤其是男生
[3671.9s-3673.1s] 单身男性
[3674.1s-3676.4s] 还想吸引很多的姑娘的
[3676.6s-3677.6s] 告诉你们
[3678.2s-3679.3s] 以前我给你们讲过
[3679.3s-3681.3s] 有一本书叫做野兽生士
[3682.0s-3685.4s] 如何去提升自己男性的魅力
[3686.0s-3687.9s] 这里就是这个东西
[3687.9s-3689.0s] 我刚才说的这一点
[3689.1s-3690.3s] 就是非常重要的一点
[3692.1s-3695.2s] 一个男性的魅力来源于三样东西
[3697.0s-3698.4s] 一个是思维
[3701.6s-3702.8s] 一个是猛磊
[3705.2s-3706.3s] 一个是口才
[3707.9s-3708.7s] 三样
[3716.6s-3718.2s] 假如我现在不干金融
[3718.2s-3720.2s] 我还可以去教男生如何
[3720.2s-3721.7s] 提升自己的个人魅力
[3727.3s-3728.4s] 我发现真的
[3728.4s-3729.8s] 我以前跟你们讲过
[3730.5s-3733.9s] 哪怕现在就财富被抽空归零
[3733.9s-3734.7s] 那又怎么样
[3735.1s-3736.8s] 你说一年挣个大几千万
[3737.1s-3738.9s] 这不是轻轻松松的事情吗
[3741.8s-3744.3s] 就你们还会觉得我在去牛逼猫
[3744.3s-3745.7s] 我说哪怕我不干金融
[3746.0s-3746.9s] 我不做金融
[3747.7s-3748.7s] 我不做交易
[3749.0s-3749.9s] 我不做金融
[3751.1s-3752.8s] 随便什么赛道都无所谓
[3754.1s-3755.4s] 随便什么赛道都无所谓
[3756.0s-3756.7s] 都一样
[3757.4s-3758.6s] 他太多伤疾了
[3758.6s-3759.5s] 太多气
[3759.5s-3761.1s] 太多气和点了
[3769.0s-3770.3s] 所以综合能力
[3770.3s-3772.8s] 他就是一通百通的
[3773.8s-3775.1s] 一通百通的
[3775.1s-3777.1s] 然后把今天的直播分享给大家
[3777.4s-3779.7s] 你们自己再好好去看一下
[3781.2s-3782.5s] 你们再好好去看一下
[3782.5s-3784.3s] 就是直播回放
[3784.5s-3785.1s] 好吧
[3787.7s-3788.3s] OK
[3789.5s-3790.1s] OK
[3791.2s-3792.3s] 还未够人
[3793.9s-3795.1s] 这玩意真干不了
[3796.4s-3798.3s] 现在我的动手能力几乎为零
[3800.3s-3801.4s] 贼搞笑的是
[3802.1s-3802.9s] 我之前
[3803.5s-3805.3s] 我之前干了一个贼有意思的事情
[3805.3s-3806.7s] 我跟舒帆在车上
[3807.2s-3808.2s] 我跟舒帆在车上
[3812.2s-3814.6s] 然后舒帆订了一个吃饭的地方
[3814.7s-3816.0s] 然后把吃饭的地址发给我了
[3816.0s-3816.9s] 我还看到了
[3817.1s-3818.6s] 然后你知道我是怎么处理的吗
[3818.6s-3819.9s] 那么司机在前面开
[3820.1s-3820.7s] 司机问了
[3821.2s-3822.2s] 老大今天去哪里
[3822.6s-3826.6s] 然后我说说把你地址发给阿翔
[3827.6s-3828.6s] 我他把明明手上
[3828.6s-3829.6s] 我刚才还在玩手机
[3829.6s-3830.2s] 我还看到了
[3830.2s-3831.4s] 我明明转发一下
[3831.7s-3832.7s] 或者张口子的事情
[3832.7s-3833.6s] 我还要就绕一道弯
[3833.6s-3834.4s] 我现在是这么
[3834.8s-3835.9s] 我现在在家里面
[3835.9s-3836.9s] 就是懒到什么程度
[3836.9s-3837.5s] 你们知道吗
[3838.5s-3838.9s] 就你们知道
[3838.9s-3839.8s] 我现在在
[3840.5s-3841.6s] 家里面懒到什么程度
[3841.6s-3842.4s] 我倒一杯水
[3842.4s-3844.0s] 我的阿姨给我倒一杯水
[3847.0s-3848.8s] 动都懒得动
[3850.7s-3852.3s] 动都懒得动
[3853.3s-3853.9s] 太懒了
[3855.5s-3855.9s] 太懒了
[3855.9s-3856.3s] 太懒了
[3856.3s-3858.5s] 现在我基本上把所有的时间
[3858.5s-3861.5s] 都花费在最有效的地方
[3861.9s-3864.2s] 我现在一天在ai上面
[3864.2s-3865.8s] 现在我ai占据我的时间
[3865.8s-3866.4s] 会比较多
[3866.4s-3867.1s] 差不多要
[3868.8s-3870.2s] 5个小时
[3872.2s-3873.4s] 3到5个小时
[3874.3s-3874.8s] 运动的话
[3874.8s-3875.9s] 我打高老夫就好了
[3875.9s-3876.6s] 其他不晚
[3876.8s-3877.4s] 没兴趣
[3880.5s-3881.7s] 给我们上课挺勤快的
[3881.7s-3882.3s] 那没办法
[3882.8s-3883.7s] 你以为我想
[3884.8s-3885.6s] 你以为我想
[3888.5s-3889.7s] 要不你们帮我
[3889.7s-3890.7s] 跟机构说一下
[3890.7s-3891.8s] 把我开掉算了
[3893.7s-3894.3s] 好吧
[3896.0s-3896.7s] 真不好说的
[3896.7s-3898.6s] 等下我一个心情不好
[3898.6s-3900.1s] 等下我就算了
[3900.1s-3901.3s] 老子不玩了
[3905.0s-3905.3s] 好吧
[3905.3s-3907.1s] 你们就把我开了算了
[3907.9s-3910.5s] 这拿着工资确实压力也蛮大的
[3913.8s-3915.2s] 每次想偷懒的时候
[3915.8s-3918.5s] 机构老板出来说一句心意
[3919.2s-3920.6s] 我赚一个亿不容易的
[3921.3s-3922.1s] 都给了你了
[3923.3s-3924.2s] 听到这句话的时候
[3924.2s-3925.1s] 我脑海当中
[3927.0s-3928.4s] 好像是有点对不起的
[3929.4s-3930.7s] 瞬间我又觉得不行
[3930.7s-3932.1s] 我还是得来准时来
[3932.7s-3934.4s] 每当我要懒惰的时候
[3934.4s-3936.0s] 每当我想偷懒的时候
[3936.0s-3937.7s] 脑海当中又回到了这句话
[3939.9s-3941.6s] 脑海当中又回到了这句话
[3941.6s-3943.5s] 我又回到周总的这句话
[3943.5s-3944.3s] 我不容易
[3954.2s-3955.9s] 那我时间还是很充沛的
[3956.7s-3958.0s] 时间管理大师
[3958.8s-3960.4s] 我是精力比较旺盛的人
[3961.2s-3962.3s] 精力比较旺盛的人
[3964.0s-3964.5s] 怎么可能
[3964.5s-3966.1s] 我现在周末可潇洒了
[3967.6s-3969.2s] 这周跟我老婆去看演唱会了
[3970.7s-3972.5s] 你们没看我朋友圈吗
[3975.3s-3976.7s] 你们没看我朋友圈吗
[3982.7s-3983.8s] 最近还是挺潇洒的
[3983.8s-3985.9s] 每个周末都是我
[3987.6s-3989.9s] 你偷懒不播几千粉丝睡不到觉
[3992.9s-3995.8s] 现在我基本上每个周末都排得很满
[3997.1s-3999.1s] 周五晚上如果不播的话
[3999.1s-4000.0s] 那我就能放
[4000.0s-4001.2s] 现在我跟你们说
[4001.2s-4003.6s] 我现在能体会到上班族的快乐
[4004.7s-4006.7s] 你们知道什么叫上班族的快乐吗
[4007.3s-4010.0s] 我终于感受到了周末是多么的美好
[4010.6s-4013.8s] 现在对于我来说周末太美好了
[4015.5s-4018.8s] 现在对于我来说周末太美好了
[4018.8s-4019.8s] 老大撒狗粮
[4019.8s-4020.9s] 不是撒过了吗
[4020.9s-4022.0s] 朋友圈不是有吗
[4024.3s-4025.4s] 朋友圈不是有吗
[4026.0s-4027.4s] 狗粮不是给你们吃饱了吗
[4027.4s-4028.0s] 香吗
[4029.2s-4030.6s] 狗粮好吃吗
[4032.7s-4033.7s] 狗粮好吃吗
[4033.7s-4034.9s] 嫂子好看吗
[4037.8s-4038.6s] 笑死
[4038.6s-4040.3s] 下面我看到最有意思的评论
[4040.3s-4043.9s] 老大牛逼你选女人跟选股票
[4043.9s-4045.4s] 都是顶刮刮
[4051.6s-4052.7s] 我笑死了
[4054.0s-4054.7s] 笑死了
[4054.7s-4055.8s] 我就快笑死了
[4063.3s-4065.3s] 老大每天起来就是30万
[4065.3s-4065.6s] 靠
[4065.6s-4066.8s] 你是在诅咒我吗
[4067.1s-4068.3s] 就这么点不够
[4068.9s-4069.8s] 那是不够的
[4070.3s-4071.2s] 那是不止的
[4071.7s-4073.7s] 至少最近这段时间是肯定不止的
[4074.8s-4076.5s] 毕竟是留一杯手法
[4077.2s-4078.4s] 笑话配不上我
[4080.7s-4081.7s] 笑话配不上我
[4081.7s-4082.5s] 笑话不行
[4082.5s-4083.1s] 不行
[4083.1s-4084.5s] 笑话还不够排阴
[4086.6s-4087.6s] 神秘遗址
[4089.5s-4090.9s] 线下活动会通知你们的
[4091.9s-4092.7s] 不出意外的话
[4092.7s-4094.7s] 应该是这周末吧
[4094.7s-4095.4s] 不出意外
[4095.8s-4096.4s] 出意外的话
[4096.4s-4097.2s] 就是下周末
[4098.2s-4100.8s] 老大都快被嫂子哄成胚胎了
[4102.1s-4102.8s] 笑死了
[4103.8s-4104.3s] 好了
[4104.3s-4104.9s] 撤了
[4104.9s-4105.4s] 我跟你们说了
[4105.4s-4105.9s] 拜拜
[4109.1s-4109.6s] 拜拜
[4112.4s-4112.9s] 撤了
[4119.4s-4120.2s] 拜拜
[4120.2s-4120.7s] 撤了
