[1.9s-177.8s] OK 来吧 又是开开星星的一天没有办法
[177.8s-179.6s] 市场就是这么的牛逼
[2730.5s-2731.8s] 确定性最高的两个B点
[2731.9s-2733.1s] 对于龙头选手来说
[2733.1s-2734.9s] 龙头选手3版的时候不会去看
[2736.1s-2737.5s] 3版是不会去看的
[2737.5s-2739.6s] 4版的B点和今天
[2739.8s-2741.2s] 对若展强那一天
[2741.4s-2743.5s] 4版是放量若展强超预期
[2743.5s-2744.5s] 是大超预期
[2745.1s-2746.2s] 是大超预期
[2746.2s-2748.4s] 这个B点是很多短线课会去
[2748.4s-2749.8s] 我们叫做试仓的点
[2750.7s-2752.3s] 这个B点是试仓的点
[2752.3s-2754.4s] 今天这个B点是确定性最高的点
[2755.4s-2756.2s] 能理解吗
[2756.6s-2757.7s] 点位是不一样的
[2757.7s-2759.8s] 4版的B点是试仓点
[2759.8s-2761.3s] 一般比如像短线课
[2761.4s-2762.8s] 我们只举例短线课
[2762.8s-2765.1s] 在这个B点大概就会推4层仓
[2765.5s-2766.7s] 今天这个B点
[2766.7s-2769.5s] 会基本上再上剩余的5层仓
[2769.5s-2770.9s] 留一层仓明天再看
[2773.1s-2773.9s] 留一层仓明天
[2773.9s-2776.0s] 基本上两个B点就把你的仓位
[2776.0s-2777.0s] 打到8到9层
[2778.1s-2779.5s] 然后接下来就是按我们的
[2779.5s-2780.7s] 腰骨脉骨法则
[2781.1s-2782.4s] 30分钟不上水
[2783.8s-2785.3s] 再走或者断板
[2785.6s-2788.3s] 不反包再走或者当天断板再走
[2789.7s-2790.3s] 论懂吗
[2791.3s-2793.2s] 三板回锋也可以买
[2793.2s-2794.9s] 好好好手板也可以买
[2795.3s-2796.5s] 二板也可以买
[2796.8s-2799.1s] 三板四板五板六板都可以买
[2799.3s-2801.3s] 一个月前也可以买都可以买
[2801.3s-2801.7s] 可以
[2802.5s-2803.7s] 你觉得好都行
[2803.7s-2804.2s] 好吗
[2805.4s-2806.5s] 我在这个直播间
[2806.5s-2807.4s] 我只要求一点
[2807.4s-2809.0s] 就是大家不要教我炒骨
[2810.7s-2811.9s] 稍微谦虚一点
[2811.9s-2812.5s] 行不行
[2815.5s-2816.9s] 能不能稍微谦虚一点
[2816.9s-2818.7s] 大家千万不要教我炒骨
[2818.7s-2820.1s] 不然我很害怕
[2821.1s-2823.1s] 我以前跟大家讲过了
[2823.1s-2824.6s] 就是无论是谁
[2824.6s-2826.5s] 所有人都可以秉承我的观点
[2828.3s-2829.7s] 财富不必我多的人
[2829.7s-2831.5s] 不要教我做我专业的事情
[2831.5s-2832.5s] 就这么简单
[2833.0s-2835.4s] 我指向财富比我多的人学习
[2835.4s-2836.6s] 所有人都可以这样
[2836.6s-2837.5s] 所有人
[2838.5s-2839.7s] 就是我告诉他这句话
[2839.7s-2840.7s] 不是只针对我
[2840.8s-2842.8s] 我们直播间任何一个人
[2843.9s-2845.9s] 我们直播间任何一个人
[2846.1s-2847.8s] 都寄牢这句话
[2847.8s-2848.7s] 如果某一天
[2848.7s-2850.1s] 当你的财富超过我的时候
[2850.1s-2851.8s] 你不需要再来听我的直播
[2852.1s-2853.5s] 也不需要听我的屁话
[2853.5s-2854.2s] 没有意义
[2854.2s-2856.9s] 你要去找比你更高一个量级的人
[2859.7s-2861.0s] 针对所有人
[2861.0s-2861.9s] 针对所有人
[2862.3s-2863.1s] 没有
[2863.1s-2864.3s] 没有说他在教我做事
[2864.3s-2864.9s] 不是这个意思
[2865.9s-2867.5s] 首先大家不要误解
[2867.5s-2869.2s] 我只是告诉你们这个理论
[2869.7s-2871.9s] 就是每个人都可以进行这套理论
[2871.9s-2874.5s] 当你的财富超过了
[2874.8s-2876.5s] 比如说你在学习的这个人以后
[2876.5s-2877.6s] 他是你的朋友
[2877.9s-2879.3s] 但他已经不是你的老师了
[2879.4s-2880.6s] 接下来你要去找财富
[2880.6s-2882.0s] 比你更高一个维度的人
[2882.2s-2883.2s] 跟他去学习
[2883.2s-2884.2s] 跟他去交流
[2884.2s-2886.5s] 你一定能有意想不到的收获
[2886.6s-2887.7s] 和智的飞跃
[2888.7s-2890.0s] 从原来的老师
[2890.0s-2891.7s] 也许就后变成了朋友
[2891.7s-2893.1s] 就像我以前的王老师
[2893.4s-2894.1s] 带了我成长
[2894.3s-2895.3s] 我们的财富量级
[2895.6s-2896.5s] 他不再偷偷说
[2896.9s-2898.1s] 我们差的不是一点
[2898.1s-2898.8s] 一定半点
[2899.3s-2901.0s] 但他依旧是我曾经的老师
[2901.0s-2902.8s] 也是我现在很好的朋友
[2904.1s-2904.9s] 能理解吗
[2904.9s-2906.3s] 但是你让我向他学习
[2906.3s-2906.8s] 不好意思
[2906.8s-2907.6s] 没有什么好学的
[2909.8s-2910.7s] 就能理解吗
[2910.8s-2912.2s] 就我只是表达这个观点
[2912.2s-2913.7s] 没有针对任何的粉丝
[2914.1s-2915.8s] 这个时候你们注意一下就好了
[2916.1s-2916.7s] OK
[2916.7s-2917.3s] 所有人都一样
[2917.3s-2918.8s] 当直播间有人财富超过我的时候
[2918.8s-2919.5s] 不用向我学习
[2919.5s-2920.3s] 你们再去找
[2920.9s-2922.0s] 财富等级比你更高
[2922.0s-2922.8s] 一个量级的人
[2922.8s-2923.5s] 就可以了
[2924.7s-2925.3s] OK
[2929.0s-2929.4s] OK
[2929.4s-2931.0s] 这个方法论告诉你们
[2931.0s-2932.2s] 反正我觉得很实用
[2932.7s-2933.4s] 当然
[2933.9s-2937.2s] 也不是只有我孙家人说了这句话
[2937.3s-2939.0s] 还有一个孙家人也说了
[2940.6s-2942.6s] 我们的孙哥又说了一句话
[2944.2s-2947.0s] 他对他的前女友对孙哥的评价
[2948.4s-2949.6s] 对孙哥的评价
[2950.2s-2950.9s] 这个人
[2951.4s-2953.9s] 基本只跟前比他多的人交流
[2953.9s-2955.6s] 其他的话他一句都听不进去
[2958.7s-2959.0s] 对
[2959.0s-2961.3s] 这是孙宇辰自己亲口说的话
[2962.4s-2963.6s] 因为每个强者
[2963.6s-2964.6s] 大家都能理解
[2965.8s-2967.0s] 就是这么回事
[2967.3s-2968.5s] 有一天交不了你们的时候
[2968.5s-2969.7s] 我自己也会退出
[2970.8s-2971.5s] 放心吧
[2971.5s-2972.9s] 当我们直播间大部分人
[2972.9s-2973.8s] 都超过我的时候
[2973.8s-2974.7s] 我还敢教你们
[2975.5s-2976.7s] 那个时候我只能说一句
[2976.7s-2978.3s] 来求求你们带带我
[2982.5s-2982.8s] 好吧
[2982.8s-2983.2s] 好
[2984.4s-2984.7s] OK
[2984.7s-2985.2s] 那么
[2987.7s-2988.9s] 这个我们就讲完了
[2988.9s-2989.7s] 今天讲了一下
[2989.7s-2991.2s] 超短的给你们补了一点
[2992.5s-2993.3s] 老大爷姓孙
[2993.3s-2995.2s] 我操你大爷的听了我直播这么久
[2995.2s-2996.2s] 你不知道我姓什么
[2998.8s-2999.9s] 我要报租口了
[3000.4s-3001.8s] 不知道我姓什么
[3001.8s-3003.7s] 你不知道牛逼的人都姓孙吗
[3009.1s-3010.7s] 我真的快被笑死了
[3013.0s-3014.5s] 好了
[3014.5s-3015.3s] 不跟你们开玩笑了
[3016.3s-3017.1s] 现在行情好
[3017.1s-3019.6s] 大家可以赚钱
[3019.6s-3021.4s] 归赚钱心态也要好
[3021.4s-3023.4s] 人每天都要快快乐乐的很重要
[3024.7s-3025.5s] 你赚那么多钱
[3025.5s-3027.1s] 最后不能活到100岁
[3027.1s-3027.9s] 那还搞个屁
[3028.0s-3028.5s] 是不是
[3030.3s-3030.8s] 对不对
[3033.7s-3034.5s] 深圳意
[3041.2s-3043.2s] 我的名字很好记得英雄豪杰
[3043.8s-3044.6s] 英雄豪杰
[3046.9s-3048.1s] 可能以为老大姓心
[3048.1s-3050.0s] 这倒也是也有这种可能性
[3053.3s-3054.5s] 心无空的心
[3055.7s-3056.3s] 来
[3057.2s-3057.5s] OK
[3057.5s-3058.0s] 那么
[3058.4s-3060.8s] 盘面跟大家应该已经理得比较清楚了
[3060.8s-3062.1s] 然后我跟大家说过了
[3062.1s-3062.9s] 有一部分人说
[3062.9s-3064.0s] 哎呀我踏空了
[3064.5s-3065.3s] 踏空了怎么办
[3065.3s-3067.5s] 软件这么牛逼的软件摆在你面前
[3067.9s-3069.1s] 今天你随便买
[3069.6s-3071.5s] 今天软件推了两个标的
[3072.3s-3074.0s] 然后很多人说今天又卖飞了
[3074.0s-3075.4s] 我昨天的方法论又白交了
[3075.4s-3077.0s] 我跟你们说当我们的软件
[3077.5s-3078.6s] 10点钟之前
[3078.6s-3080.5s] 越早越推荐股票的时候
[3080.5s-3082.0s] 今天说明今天行情什么
[3082.0s-3082.8s] 不会太差
[3085.3s-3085.9s] 还记得吗
[3085.9s-3086.9s] 我昨天刚教过你们
[3086.9s-3089.3s] 我说我们的软件有一个隐藏功能
[3089.9s-3091.6s] 如果9点45分之间
[3091.6s-3092.8s] 框框再推票了
[3094.4s-3095.9s] 今天的行情是不会差的
[3096.3s-3097.7s] 如果10点半之前
[3097.7s-3098.9s] 你压的等啊等啊等
[3098.9s-3099.7s] 等不到
[3099.7s-3100.9s] 票难完蛋了
[3100.9s-3102.3s] 今天大概为今天
[3102.7s-3103.9s] 亏钱效应会很大
[3105.2s-3106.3s] 是不是还记得吗
[3107.3s-3109.2s] 所以有些人今天卖飞了
[3109.2s-3109.8s] 怎么样的等等
[3110.3s-3111.8s] 今天框框给你谈票了
[3111.8s-3113.0s] 9点45分之前
[3115.1s-3115.9s] OK
[3119.1s-3119.9s] OK
[3121.4s-3122.1s] 好吗
[3122.5s-3122.8s] 好
[3122.8s-3124.7s] 那么最后给大家做一个总结
[3124.9s-3126.7s] 现在整体的市场指数环境这边
[3126.7s-3128.7s] 不用去管我们的变盘日推迟了
[3128.7s-3130.7s] 因为今天这跟反包大阳线
[3130.9s-3132.6s] 变盘日往后延一延
[3132.8s-3133.8s] 那么第二个
[3134.5s-3135.7s] 超短的主线
[3135.7s-3137.3s] 非常明确的是电算
[3137.4s-3139.4s] 趋势的主线一直都没有变
[3139.4s-3140.6s] 一直都是我们讲的
[3140.8s-3141.7s] 半导体设备
[3142.5s-3143.7s] 半导体设备GPU
[3143.7s-3145.5s] 然后存储芯片一直都没有变
[3145.7s-3148.2s] 那么补掌板块依旧最有机会的
[3148.2s-3151.1s] 就是机器人跟商业航天
[3152.0s-3152.4s] 对吧
[3153.3s-3153.5s] 对吧
[3153.5s-3155.1s] 机器人家商业航天
[3155.5s-3156.1s] 然后
[3157.0s-3158.0s] 然后第二
[3158.6s-3159.6s] 第三个事情是什么
[3159.6s-3160.5s] 第三个事情是
[3160.5s-3164.5s] 现在我们的整个阵营分得很清楚
[3164.5s-3165.4s] 超短归超短
[3165.4s-3166.3s] 趋势归趋势
[3166.3s-3167.2s] 两头不搭
[3168.2s-3170.2s] 两头不搭
[3170.2s-3171.5s] 他们各玩各的
[3171.5s-3173.1s] 所以你不用串起来去看
[3173.1s-3174.7s] 不是说趋势这边不行
[3174.7s-3175.7s] 超短也一起卡掉
[3175.7s-3176.1s] 不是的
[3176.1s-3178.3s] 他们各自有各自的运营逻辑
[3178.6s-3179.9s] 那么刚才超短的定位
[3179.9s-3180.8s] 我跟你们讲过了
[3180.8s-3182.8s] 趋势属于轮流做皇帝
[3183.9s-3186.5s] 趋势属于五代十国一样的
[3186.5s-3187.7s] 轮流做皇帝
[3188.1s-3189.9s] 谁牛逼谁做皇帝
[3189.9s-3191.7s] 所以没有绝对的统一
[3191.9s-3194.1s] 但是超短这边是非常明确的
[3194.1s-3195.4s] 皇帝是谁老皇帝是谁
[3195.4s-3195.9s] 太子是谁
[3196.1s-3196.8s] 陈相是谁
[3196.8s-3197.5s] 我告诉你们
[3198.3s-3199.9s] 整体是这么一个节奏
[3199.9s-3200.7s] 那么超短这边
[3200.7s-3201.5s] 我跟你们讲过了
[3201.5s-3203.7s] 当华殿遥人出现大面的时候
[3203.9s-3206.7s] 或者少能出现大面的时候
[3206.7s-3208.4s] 或者两个标记同时出现大面的时候
[3208.4s-3209.2s] 就要当心了
[3210.5s-3211.6s] 就要当心了
[3212.2s-3214.3s] 这是我们整个对于板块
[3214.3s-3217.4s] 和超短和趋势的一个理解和定位
[3218.0s-3218.8s] 那么这样下来
[3218.8s-3219.7s] 我们就非常清楚了
[3219.7s-3221.3s] 当然我们直播间大部分人
[3221.3s-3222.5s] 依旧是持股代价的
[3222.5s-3225.5s] 无论你手上是有我的主观票的
[3225.6s-3227.5s] 还是你自己的标记
[3227.5s-3228.0s] 无所谓
[3228.0s-3229.3s] 反正在主线上面卖点
[3229.3s-3230.3s] 大家都差不多
[3230.6s-3232.2s] 今天我们的主观票
[3232.2s-3234.1s] 要轻轻松松拿下11个点
[3234.4s-3235.5s] 三花今天
[3235.5s-3236.7s] 虽然没涨太多
[3236.7s-3237.9s] 今天也是红的
[3238.5s-3239.4s] 也是红的
[3239.8s-3241.6s] 然后得名力今天10个点
[3241.6s-3242.9s] 海光今天没有跌
[3243.5s-3245.6s] 整体下来又是非常舒服的一天
[3245.6s-3246.5s] 躺平的玩家
[3246.5s-3249.1s] 今天又是默默的麻带来装钱
[3249.5s-3250.0s] 对吧
[3250.0s-3253.2s] 那么买软件个股的人也是具舒服
[3254.2s-3256.4s] 买软件个股的人
[3256.4s-3258.3s] 昨天这个标记都没让你亏钱
[3258.3s-3261.0s] 今天两个标记弹出来随便买
[3261.0s-3262.5s] 今天协星能科弹出来
[3262.5s-3263.0s] 你随便买
[3263.0s-3264.5s] 你买完大概两分钟
[3265.3s-3266.3s] 他就涨停了
[3266.7s-3269.5s] 然后你再也没有机会买到了
[3269.7s-3270.9s] 但是买完以后
[3271.3s-3273.4s] 协星能科今天能赚5点多个点
[3274.5s-3276.2s] 协星能科仍在5点多个点
[3276.2s-3278.2s] 你们不用在直播间问我股票
[3278.4s-3280.1s] 去对标同类型的股票
[3280.1s-3281.3s] 没有什么好解票的
[3282.3s-3284.5s] 如果一个人天天在一个个股身上
[3284.5s-3285.8s] 去订什么买卖点
[3286.0s-3287.4s] 这种就是菜机
[3287.6s-3288.5s] 我跟你们讲过了
[3288.5s-3290.3s] 蓝起跟海光有什么区别
[3290.3s-3291.2s] 有什么好看的
[3292.4s-3294.2s] 理论上面卖点跟海光有什么区别
[3298.5s-3299.6s] 有什么区别你告诉我
[3299.6s-3300.8s] 就比如说有些人问
[3300.8s-3302.8s] 百位存储跟得名力有什么区别
[3304.0s-3305.2s] 你告诉我有什么区别
[3307.6s-3308.8s] 你告诉我有什么区别
[3309.4s-3311.3s] 存储芯片里面大部分的容量票
[3311.3s-3312.1s] 有什么区别
[3313.4s-3315.1s] 难道卖点不是一样的吗
[3318.4s-3321.4s] 板块有它板块运营的逻辑
[3322.4s-3324.8s] 谁是盯着一个个股在卖个股的
[3324.8s-3325.9s] 这种是韭菜
[3326.3s-3328.1s] 我们永远都是盯着大环境
[3328.1s-3330.8s] 盯着板块才去决定个股的卖点
[3331.4s-3332.6s] 为什么是这样子去决定
[3332.6s-3333.7s] 因为我跟你们讲过
[3334.1s-3335.1s] 一旦板块不好
[3335.1s-3336.9s] 板块里面大部分个股一定都是跌的
[3337.2s-3338.5s] 一旦板块涨的好
[3338.5s-3339.9s] 大部分的个股都是涨的
[3340.4s-3342.1s] 盯这个个股去定卖点的人
[3342.1s-3343.3s] 都是没有入门的人
[3345.5s-3347.5s] 当然我不要求你们有部分直播间
[3347.5s-3348.5s] 有部分人的交易能力
[3348.5s-3349.4s] 能到我这个水平
[3349.4s-3351.3s] 但是这几句话你们要记下来
[3353.4s-3355.1s] 只要你们是买成储芯片的
[3355.1s-3356.1s] 大容量的票
[3356.1s-3356.7s] 有业绩的票
[3356.7s-3358.6s] 理论上面无论你是江波龙也好
[3358.6s-3359.7s] 什么相农新创也好
[3360.2s-3361.3s] 任何的这些容量票
[3361.3s-3362.4s] 理论上面我们的卖点
[3362.4s-3363.5s] 都是一样的有什么区别
[3364.4s-3366.7s] 整个成储板快不好了
[3368.3s-3370.0s] 大概率是不是大部分票都不好
[3370.0s-3370.7s] 大概率
[3371.1s-3372.8s] 我们本来就是做概率性事件
[3375.7s-3376.2s] 对不对
[3377.0s-3377.6s] 对不对
[3377.9s-3380.0s] 我们本来就是做的是大概率事件
[3381.0s-3382.8s] 抓大放小
[3382.8s-3385.7s] 千万不要盯着一个个股在那边纠结来纠结去
[3386.3s-3387.3s] 一夜账目
[3388.7s-3390.5s] 你拿着照一创新也是成储芯片
[3390.5s-3391.5s] 也压了道理吗
[3391.5s-3392.3s] 什么区别吗
[3393.5s-3393.9s] 对吧
[3393.9s-3396.1s] 就跟CPU三兄弟一样的一中天
[3396.1s-3397.0s] 有什么区别吗
[3398.9s-3399.2s] 对不对
[3399.2s-3399.9s] 也没区别吗
[3399.9s-3400.7s] 你一定要说
[3400.7s-3400.9s] 哎呦
[3400.9s-3402.7s] 我在比如说假设
[3402.7s-3403.5s] 我在讲中期许创
[3403.5s-3405.2s] 然后你一定要问阿星一生怎么办
[3405.2s-3405.9s] 这不是有病吗
[3406.6s-3408.1s] 有什么区别的这些标的
[3408.9s-3411.5s] 本质上面CPU都是同涨同定费的
[3413.7s-3414.1s] 对不对
[3414.1s-3415.7s] 所以这个东西你们要理解清楚
[3415.7s-3418.0s] 因为这个我觉得是股市的入门课
[3420.8s-3422.4s] 就是这个是股市的入门课
[3422.9s-3425.0s] 你都不懂得板块运营的规律
[3425.0s-3426.7s] 会影响到大部分的个股
[3427.1s-3429.7s] 这个规律还没有在你的脑海当中变成
[3429.7s-3431.5s] 思维逻辑
[3431.5s-3432.7s] 思维定式的话
[3432.7s-3434.1s] 那你以后怎么做交易
[3434.5s-3436.0s] 你以后每天买了个股票
[3436.0s-3437.2s] 以后晚上都睡不着觉了
[3440.6s-3440.8s] 对吧
[3440.8s-3442.1s] 所以这个要搞明白
[3442.5s-3444.3s] 但是你不要问我说
[3445.4s-3446.9s] 手上拿的是白酒个股
[3446.9s-3448.5s] 然后跟我说我的卖点
[3448.5s-3449.6s] 跟你们一样是不是
[3449.6s-3450.1s] 我的那
[3451.3s-3452.2s] 那我就扔麻了
[3452.4s-3454.0s] 我们直播间应该没有人买白酒
[3454.0s-3455.2s] 来我问一下
[3455.8s-3457.6s] 直播间如果说有白酒的
[3457.6s-3458.7s] 请在公屏上面
[3458.7s-3461.0s] 扣BC
[3462.4s-3463.0s] 应该没有吧
[3463.0s-3464.2s] 我想想听我直播这么久
[3464.2s-3465.3s] 怎么会还有人买白酒
[3467.8s-3468.8s] 队伍大了不好带
[3469.4s-3470.1s] 问题不大
[3470.4s-3472.0s] 你们还不知道我的敞空能力
[3472.9s-3474.6s] 队伍大了有大的带法
[3474.6s-3476.0s] 队伍小了有小的带法
[3478.1s-3479.3s] 那我想想总应该没有
[3479.3s-3480.2s] 那有白酒的人
[3480.2s-3481.8s] 那就拉出去枪毙100回
[3485.1s-3485.8s] 不跟老登玩
[3486.7s-3487.3s] 没毛病
[3487.3s-3488.8s] 以后只跟90后玩
[3489.5s-3491.3s] 现在90后真正意义上
[3491.3s-3492.9s] 已经要成为中游抵住了
[3493.7s-3494.7s] 注意交朋友的时候
[3494.7s-3498.0s] 要多交一些90后牛逼的人
[3498.5s-3500.0s] 比如说像孙哥
[3500.4s-3502.7s] 再比如说像孙哥
[3506.2s-3506.9s] 听到了吗
[3507.1s-3508.0s] 一语双观
[3508.4s-3509.2s] 听到了没
[3509.2s-3511.4s] 要多跟90后的人交流
[3511.4s-3513.8s] 尽可能不要跟老登有过多的交流
[3514.9s-3517.1s] 好吧90后现在是中游抵住
[3517.1s-3518.6s] 比如说孙哥
[3518.6s-3520.1s] 比如说孙哥
[3521.2s-3522.1s] 就这么回事
[3529.5s-3531.4s] 90后已经是中登了胡说
[3533.0s-3534.5s] 什么是中登了
[3534.5s-3535.8s] 我们可不是中登
[3536.1s-3538.8s] 我们男人致死是少年
[3539.2s-3539.7s] 好吗
[3539.9s-3541.5s] 问我就是04年的
[3541.5s-3542.8s] 问我就是04年
[3544.8s-3545.9s] 我跟你们说
[3545.9s-3547.1s] 我出去吃海底捞
[3547.1s-3547.6s] 人家问我
[3547.6s-3548.6s] 有没有学生证
[3549.7s-3550.5s] 我都闷逼了
[3550.5s-3551.7s] 我都不好意思回答
[3552.0s-3553.1s] 我说我没带
[3553.1s-3553.9s] 学生证没带
[3553.9s-3555.1s] 能打折窝
[3555.7s-3556.3s] 真的
[3557.1s-3559.4s] 我去杭州吃了两次海底捞
[3559.5s-3561.0s] 每一次服务员都跟我说
[3561.4s-3563.7s] 你可以你有学生证带了吗
[3564.2s-3565.1s] 04年蜀猴
[3565.8s-3567.2s] 这我还不准备过
[3568.8s-3569.6s] 04年蜀猴
[3571.8s-3574.5s] 你们以为我是你们一点都没有准备过的
[3574.5s-3576.2s] 怎么可能达不上来这个问题
[3582.1s-3583.0s] 现家会只能90后
[3583.0s-3583.9s] 不
[3583.9s-3585.9s] 那不是现家会都可以来
[3586.4s-3587.4s] 但是我是说的是
[3587.4s-3588.4s] 如果你是80后
[3588.4s-3589.9s] 要多跟我们90后玩
[3591.0s-3591.6s] 能懂吗
[3595.8s-3597.6s] 就是不管你是上古神灯
[3597.6s-3598.3s] 还是中灯
[3598.3s-3598.9s] 还是老灯
[3598.9s-3600.5s] 你都要跟我们90后多玩
[3601.0s-3603.3s] 你才能感受到这个时代的进步
[3603.3s-3605.1s] 和感受到年轻人的活力
[3605.8s-3606.3s] 对吧
[3606.5s-3607.6s] 这个就很关键
[3608.5s-3609.6s] 高考作文是什么
[3609.6s-3610.9s] 高考作文你压的
[3610.9s-3612.1s] 我怎么知道
[3614.6s-3616.0s] 哪个傻逼会问高考作文
[3616.0s-3616.8s] 我随便说一个
[3616.8s-3617.9s] 但大部分人也不知道
[3620.4s-3621.3s] 我是92年了
[3623.3s-3624.3s] 00后能去
[3625.3s-3627.0s] 那就要看你们能不能抢到了
[3627.0s-3628.5s] 我们肯定是要献名额的
[3629.8s-3631.4s] 我们肯定是要献名额的
[3632.5s-3634.3s] 活动应该很快就会办了
[3634.7s-3635.8s] 如果不出意外的话
[3635.8s-3638.4s] 应该现家聚会下个周末
[3638.6s-3639.2s] 第一场
[3639.7s-3640.5s] 下下个周末
[3640.5s-3641.1s] 第二场
[3641.4s-3642.4s] 下下下个个周末
[3642.4s-3643.0s] 第三场
[3643.2s-3644.7s] 基本上是这么一个预估
[3645.4s-3646.2s] 你们等通知
[3648.0s-3649.7s] 基本上就是下个周
[3649.7s-3651.5s] 下下周的周六
[3652.0s-3653.1s] 下下周的周六
[3653.1s-3654.2s] 下下下周的周六
[3654.2s-3656.1s] 应该会连续办三周
[3656.5s-3657.9s] 因为我们把这两题一题
[3658.2s-3659.9s] 人一次人不要太多
[3661.1s-3662.4s] 名额我还没想好
[3663.1s-3665.4s] 你们说一场30个人
[3665.9s-3667.1s] 总共办三场
[3667.5s-3668.7s] 我见90个人
[3669.4s-3670.1s] 你们觉得怎么样
[3670.2s-3671.4s] 会有90个人来吗
[3672.5s-3674.6s] 那估计可能有500个人想来
[3675.8s-3678.1s] 北京有会有会分
[3678.1s-3680.1s] 有会有分会场吗
[3680.5s-3681.4s] 是这样子的
[3681.7s-3684.1s] 我会先所有人都上报上来
[3684.8s-3686.3s] 然后我会去看城市
[3686.9s-3689.1s] 比如说北京这个城市人特别多
[3689.5s-3690.8s] 有30个人以上
[3691.3s-3693.1s] 那么就我非北京
[3694.0s-3694.7s] 开不开心
[3696.0s-3696.7s] 激不激动
[3697.6s-3698.4s] 幸不幸福
[3699.3s-3701.2s] 如果说北京没有那么多人
[3701.2s-3702.9s] 那么就只能到杭州来
[3702.9s-3704.4s] 我会根据城市来
[3705.0s-3705.8s] 广东
[3706.2s-3707.6s] 广东一场
[3708.2s-3711.0s] 然后我们江浙湖
[3711.1s-3712.6s] 这里反正江浙湖不分家
[3712.7s-3714.2s] 这里一个地方
[3714.5s-3718.1s] 然后偏北京方方向的天津北京那一片
[3718.4s-3719.4s] 就我们就看
[3720.4s-3722.4s] 如果在某个大区里面
[3722.8s-3724.8s] 人数能超过30个以上
[3725.3s-3728.3s] 那么就我非上海非来不
[3729.4s-3731.2s] 上海就你直接来接我
[3731.8s-3733.4s] 我就不带司机的你来接我
[3733.4s-3733.9s] 行吗
[3736.9s-3737.3s] OK
[3737.3s-3739.1s] 就是上报上来以后
[3739.1s-3742.4s] 然后我们再看一个整体的一个情况
[3743.2s-3745.2s] 门票就到时候就吃饭的钱
[3745.7s-3746.9s] 大家总要吃吃喝喝
[3747.5s-3749.2s] 虽然说我们不买茅台
[3749.3s-3751.3s] 但是我们要为国争光
[3751.3s-3752.7s] 我们得喝茅台
[3753.5s-3754.2s] 能懂吗
[3754.5s-3756.2s] 虽然我们不买茅台
[3756.2s-3758.5s] 但是我们要促进经济发展
[3758.6s-3759.8s] 我们要爱国
[3760.0s-3761.8s] 所以我们要喝茅台
[3767.1s-3767.7s] OK
[3767.7s-3768.7s] 就以一个大区
[3768.7s-3769.8s] 一个大区为划分
[3769.8s-3770.5s] 这个问题不大
[3770.5s-3773.7s] 到时候我们盘一下
[3773.7s-3776.5s] 以后我们就到时候下周就开始
[3777.1s-3778.1s] 给大家做登记
[3778.1s-3778.9s] 登记完之后
[3778.9s-3779.9s] 我们来看区域
[3779.9s-3780.5s] 好吧
[3784.4s-3784.6s] 对
[3784.6s-3786.7s] 我觉得核心基本上就几块
[3786.9s-3788.3s] 一个肯定是我的分享
[3788.8s-3790.9s] 对于交易的面对面的交流
[3790.9s-3793.7s] 第二个就是给大家分人整段
[3794.1s-3795.0s] 分人整段
[3795.0s-3796.3s] 我觉得也非常重要
[3796.3s-3798.4s] 第三个就是我们一起聚一聚
[3798.9s-3799.8s] 一起聚一聚
[3799.8s-3801.0s] 我觉得主要是这些
[3801.0s-3803.2s] 第四个有一个惊喜
[3803.2s-3804.3s] 这个惊喜是啥
[3804.4s-3805.5s] 这里我就不公布了
[3805.5s-3807.2s] 到时候来的人就会知道
[3807.2s-3809.5s] 但是惊喜也仅限于来的人
[3809.8s-3811.1s] 知道要保密
[3811.1s-3811.7s] 要保密
[3815.7s-3816.9s] 去哪我都去
[3817.7s-3818.7s] 都在发定位了
[3818.7s-3818.9s] 好了
[3819.6s-3820.6s] 今天到此结束
[3820.6s-3821.2s] 拜拜
[3821.7s-3822.4s] 开开心心的
[3822.7s-3823.5s] 都开开心心的
[3823.5s-3824.0s] 拜拜
[3829.3s-3829.9s] 拜拜
[3830.9s-3832.1s] 不会直播
[3832.1s-3833.0s] 这个我说过了
[3833.0s-3834.0s] 因为很多人
[3834.0s-3835.1s] 有粉丝跟我说过了
[3835.1s-3835.9s] 不想露脸的
[3836.6s-3837.3s] 不能直播
[3839.3s-3840.3s] 我觉得线下聚会
[3840.3s-3841.5s] 还是大家私密一点
[3841.8s-3844.6s] 因为可能有部分人还蛮有钱的
[3844.6s-3845.5s] 怕被绑架了
[3846.7s-3847.4s] 拜拜
[3850.5s-3852.7s] 当然会有邀请高手来
[3852.9s-3854.6s] 不邀请高手来
[3854.7s-3855.3s] 拜拜
[3858.0s-3859.0s] 可以带家属吗
[3859.0s-3859.5s] 肯定不行
[3861.0s-3862.1s] 你们以为是干吗
[3862.1s-3863.9s] 结婚还带家属
[3864.1s-3864.5s] 不了
[3866.0s-3867.1s] 一扎门票一个人
[3867.5s-3867.9s] 拜拜
