[13.5s-15.5s] 来 晚上好
[15.5s-38.0s] 稍等我把屏幕调一下
[2194.7s-2195.7s] 就是看我们的老粉
[2195.7s-2196.7s] 牛不牛逼
[2196.7s-2197.7s] 他们能看的
[2197.7s-2198.7s] 就三个维度
[2198.7s-2199.7s] 这三个维度
[2199.7s-2200.7s] 就能佐证了
[2200.7s-2201.7s] 对吧
[2201.7s-2202.7s] 今年翻倍了
[2202.7s-2203.7s] 30%
[2203.7s-2204.7s] 30% 40个点
[2204.7s-2205.7s] 108%
[2205.7s-2206.7s] 你们自己看
[2206.7s-2207.7s] 我倒杯水
[2207.7s-2208.7s] 我去倒杯水
[2208.7s-2209.7s] 80个点
[2209.7s-2228.0s] 然后还有
[2228.0s-2229.0s] 我说一下
[2229.0s-2231.0s] 然后还有
[2231.0s-2232.0s] 新粉
[2232.0s-2233.0s] 不要说这里是拖
[2233.0s-2234.0s] 到时候
[2234.0s-2235.0s] 线价会
[2235.0s-2236.0s] 你们都会看到
[2236.0s-2237.0s] 我可以让
[2237.0s-2238.0s] 他们这些粉丝
[2238.0s-2239.0s] 部分人
[2239.0s-2241.0s] 粉丝可以秀一下账户的
[2241.0s-2243.0s] 这直播键没有拖
[2243.0s-2244.0s] 咱们这里是内部软件
[2244.0s-2246.0s] 付费用户直播键
[2247.0s-2248.0s] 很好
[2248.0s-2252.7s] 我都很满意
[2252.7s-2253.7s] 差不多翻倍
[2253.7s-2254.7s] 都可以
[2254.7s-2255.7s] 看点位
[2255.7s-2257.7s] 所有软件都有
[2257.7s-2258.7s] 盈利曲线图的
[2258.7s-2259.7s] 你去把时间
[2259.7s-2260.7s] 射到4月1号
[2260.7s-2261.7s] 到现在不就好了
[2262.7s-2263.7s] 对吧
[2264.7s-2265.7s] OK
[2265.7s-2266.7s] 好
[2266.7s-2267.7s] 那么
[2267.7s-2268.7s] 这就是我对新粉说的
[2268.7s-2269.7s] 新粉来
[2269.7s-2270.7s] 第一件事情
[2270.7s-2271.7s] 不是赚到多少钱
[2271.7s-2273.7s] 第一来的事情是什么
[2273.7s-2274.7s] 把新法听完
[2274.7s-2275.7s] 把这一波的
[2275.7s-2276.7s] 历史直播回放
[2276.7s-2277.7s] 听完
[2277.7s-2278.7s] 这是你俩件事情
[2278.7s-2279.7s] 然后
[2279.7s-2280.7s] 接下来4阶段
[2280.7s-2281.7s] 咱们干嘛
[2281.7s-2283.7s] 做好防守
[2283.7s-2285.7s] 等到4阶段
[2285.7s-2286.7s] 出现
[2286.7s-2288.7s] 新的扛跌方向
[2288.7s-2289.7s] 和
[2289.7s-2292.9s] 新的阵眼出现的时候
[2292.9s-2294.9s] 这就是我们的机会
[2294.9s-2296.9s] 你可以错过
[2296.9s-2298.9s] 一阶段的东山精密
[2298.9s-2300.9s] 和通信ETF
[2300.9s-2302.9s] 你也可以错过了
[2302.9s-2304.9s] 三阶段的
[2304.9s-2305.9s] 得名力
[2305.9s-2306.9s] 海光
[2306.9s-2307.9s] 和半导体ETF
[2307.9s-2308.9s] 那么
[2308.9s-2309.9s] 如果
[2309.9s-2310.9s] 四阶段走完
[2310.9s-2311.9s] 有五阶段
[2311.9s-2312.9s] 我只是对
[2312.9s-2314.9s] 现有的这些粉丝的要求
[2314.9s-2315.9s] 希望你五阶段
[2315.9s-2317.9s] 不要错过
[2317.9s-2318.9s] 好吧
[2318.9s-2319.9s] 就完事了
[2319.9s-2321.9s] 给自己的目标定好
[2321.9s-2322.9s] 确定具体
[2322.9s-2323.9s] 赚多少钱
[2323.9s-2324.9s] 这种目标没有意义
[2324.9s-2325.9s] 我们定的目标
[2325.9s-2326.9s] 是在
[2326.9s-2327.9s] 如果有五阶段
[2327.9s-2329.9s] 希望自己不要错过
[2329.9s-2332.9s] 哪怕配置个ETF
[2332.9s-2334.9s] 也不要踏空
[2334.9s-2335.9s] 能懂吗
[2335.9s-2337.9s] 当时有一些粉丝那一天
[2337.9s-2339.9s] 我记得三阶段的初始期
[2339.9s-2340.9s] 进来的有很多粉丝
[2340.9s-2341.9s] 因为可能
[2341.9s-2342.9s] 在外面也不知道买什么
[2342.9s-2343.9s] 进来以后
[2343.9s-2344.9s] 我给你们一个方向
[2344.9s-2345.9s] 买半导体ETF
[2345.9s-2347.9s] 买成储芯片ETF
[2347.9s-2348.9s] 哪怕你那个阶段
[2348.9s-2349.9s] 买了ETF
[2349.9s-2350.9s] 现在也至少
[2350.9s-2353.3s] 这一天
[2353.3s-2354.3s] 还记得吗
[2354.3s-2355.3s] 有兴奋的
[2355.3s-2356.3s] 有一个兴奋
[2356.3s-2357.3s] 印象特别深
[2357.3s-2358.3s] 卖眼睛
[2358.3s-2359.3s] 你给我出来
[2359.3s-2360.3s] 该你发言的时候
[2360.3s-2361.3s] 你可以出来了
[2361.3s-2362.3s] 卖眼睛
[2362.3s-2363.3s] 还要跟我送眼睛
[2363.3s-2365.3s] 我记得就是你问我的
[2365.3s-2367.3s] 像你们这种踏空拳手
[2367.3s-2368.3s] 空舱拳手怎么办
[2368.3s-2369.3s] 然后那一天
[2369.3s-2370.3s] 我给你们一个方法论
[2370.3s-2371.3s] 那个回放还在
[2371.3s-2372.3s] 你们可以去听
[2372.3s-2373.3s] 反正就在
[2373.3s-2375.3s] 节前的倒数第二天
[2375.3s-2378.3s] 节前的倒数第二天
[2378.3s-2379.3s] 老大我想哭
[2379.3s-2381.3s] 我觉得我可能快成为
[2381.3s-2383.3s] 我们称最有钱的人了
[2383.3s-2384.3s] 你是真飘
[2387.3s-2389.3s] 这不是卖太阳眼镜的吗
[2389.3s-2393.2s] 红太阳眼镜你们看到没有
[2393.2s-2394.2s] 老师卖飞了
[2396.2s-2398.5s] 服了
[2398.5s-2400.5s] 你们俩不会是夫妻吧
[2400.5s-2402.5s] A红太阳眼镜
[2402.5s-2403.5s] 一个男号
[2403.5s-2405.5s] A小A红太阳眼镜
[2405.5s-2406.5s] 一个女号
[2406.5s-2408.5s] 你们俩是两夫妻吗
[2408.5s-2409.5s] 卖飞了
[2409.5s-2411.5s] 那不听话有什么办法
[2411.5s-2412.5s] 不听话你就自己给自己
[2412.5s-2417.0s] 三两个大嘴巴子吧
[2417.0s-2418.0s] 要当村长
[2418.0s-2420.3s] 是的
[2420.3s-2421.3s] 我就说
[2421.3s-2422.3s] 你们俩肯定是夫妻
[2422.3s-2424.3s] 那为什么你老公没卖飞
[2424.3s-2425.3s] 你卖飞了呢
[2425.3s-2426.3s] 好好反思一下
[2426.3s-2428.3s] 给你老公今天晚上按个摩
[2428.3s-2429.3s] 好好取个金
[2433.8s-2437.2s] 好吧好好取个金
[2437.2s-2438.2s] 夫妻党
[2440.6s-2444.2s] 他们俩应该是独立交易的
[2444.2s-2447.2s] 独立管理自己的财物
[2447.2s-2449.2s] 独立管理自己的财富
[2449.2s-2450.2s] 独立交易
[2450.2s-2451.2s] 一起卖飞了
[2451.2s-2453.2s] 那你揍他
[2453.2s-2455.2s] 他的原因让你卖飞了
[2455.2s-2456.2s] 那就是他的锅
[2456.2s-2457.2s] 不是你的锅
[2460.2s-2461.2s] 那就是他的锅
[2461.2s-2462.2s] 不是你的锅
[2462.2s-2463.2s] 你怎么可能犯错
[2463.2s-2466.8s] 对吧
[2466.8s-2467.8s] 小仙女永远都不会犯错
[2467.8s-2469.8s] 犯错的一定是那个大出题子
[2469.8s-2470.8s] 你就抽他
[2471.8s-2472.8s] OK
[2474.8s-2475.8s] OK
[2475.8s-2477.8s] 那么新粉老粉我都给你们讲过了
[2477.8s-2479.8s] 我对新粉老粉的要求是不一样的
[2479.8s-2480.8s] 那么当然
[2480.8s-2481.8s] 此时此刻开始
[2481.8s-2482.8s] 到下一个舞阶段的时候
[2482.8s-2483.8s] 就没有新粉了
[2483.8s-2484.8s] 都是老粉了
[2484.8s-2486.8s] 所以你们自己注意去补空客
[2486.8s-2487.8s] 来
[2487.8s-2488.8s] 接下来的时间
[2488.8s-2489.8s] 我给大家做一个总结
[2489.8s-2491.8s] 首先第一个指数环境
[2491.8s-2492.8s] 到了这个
[2492.8s-2493.8s] 转的阶段
[2493.8s-2495.8s] 也是我们检藏的这个阶段
[2495.8s-2496.8s] 那么按照道理来说
[2496.8s-2498.8s] 可能很快在这几天
[2498.8s-2499.8s] 会出现空了
[2499.8s-2501.8s] 按我的推断
[2501.8s-2502.8s] 很快在这几天
[2502.8s-2504.8s] 会出现空了
[2504.8s-2506.8s] 所以在这五到十天里面
[2506.8s-2507.8s] 四阶段里面
[2507.8s-2508.8s] 我们稍微防守一下
[2508.8s-2509.8s] 四阶段
[2509.8s-2510.8s] 他的亏钱效应
[2510.8s-2513.8s] 会比三阶段要强很多
[2513.8s-2514.8s] 强很多
[2514.8s-2516.8s] 我们尽可能防守一下
[2516.8s-2517.8s] 好吧
[2517.8s-2518.8s] 那么现在市场理论上面
[2518.8s-2520.8s] 就没有主线了
[2520.8s-2523.8s] 因为所有的东西都要推倒重来
[2523.8s-2525.8s] 所有的东西都要推倒重来
[2525.8s-2526.8s] 所以在这个阶段
[2526.8s-2528.8s] 我们要去干一件什么事情
[2528.8s-2530.8s] 我们要在这一个阶段
[2530.8s-2533.8s] 在大盘环境不好的情况下面
[2533.8s-2535.8s] 我们要去找扛跌的方向
[2535.8s-2536.8s] 也就是意味着
[2536.8s-2537.8s] 有可能会成为
[2537.8s-2539.8s] 接下来新的主线的方向
[2540.8s-2542.8s] 那么只有找到新的主线的方向
[2542.8s-2544.8s] 我们才能买到像得名力
[2544.8s-2545.8s] 像东山经历
[2545.8s-2549.8s] 像海光信息这种正眼标地
[2549.8s-2550.8s] 能懂吗
[2550.8s-2551.8s] 我们才有机会买到这种
[2551.8s-2552.8s] 正眼标地
[2552.8s-2553.8s] 所以这一个阶段
[2553.8s-2554.8s] 我们就降仓位
[2554.8s-2555.8s] 做好防守
[2555.8s-2558.8s] 每天钉牌观察好的方向
[2558.8s-2560.8s] 这是我们核心干的事情
[2560.8s-2562.8s] 所有人都是一样这个动作
[2562.8s-2563.8s] 这个动作
[2563.8s-2566.8s] 当然在这里会有一些毒狗
[2566.8s-2568.8s] 我永远都说过了
[2568.8s-2570.8s] 直播间我相信人性
[2570.8s-2571.8s] 我不是不相信你们
[2571.8s-2573.8s] 我相信的是人性
[2573.8s-2575.8s] 那么直播间一定会有毒狗
[2575.8s-2576.8s] 毒狗呢
[2576.8s-2578.8s] 我只给你们讲一句
[2578.8s-2580.8s] 你要堵我也拦不住你
[2580.8s-2582.8s] 实在是你有你想堵
[2582.8s-2585.8s] 真的建议你另外一层仓位
[2585.8s-2587.8s] 就玩完个股模式就好了
[2587.8s-2589.8s] 至少这样子
[2589.8s-2591.8s] 不会让你亏太多钱
[2591.8s-2593.8s] 当然我当然不希望
[2593.8s-2594.8s] 直播间有毒狗了
[2594.8s-2595.8s] 但是没有办法
[2595.8s-2596.8s] 从人性的角度来说
[2596.8s-2597.8s] 肯定会有毒狗的
[2597.8s-2599.8s] 那么这是我的个人建议
[2599.8s-2600.8s] 这是我的个人建议
[2600.8s-2602.8s] 至少保持你
[2602.8s-2603.8s] 这一轮四阶段
[2603.8s-2605.8s] 我给大家定一个小目标
[2605.8s-2607.8s] 总回策略
[2607.8s-2610.8s] 不要超过六个点
[2610.8s-2611.8s] 好吧
[2611.8s-2613.8s] 从明天开始计算
[2613.8s-2614.8s] 我会来问你们的
[2614.8s-2615.8s] 五到十天以后
[2615.8s-2616.8s] 我会问直播间
[2616.8s-2617.8s] 所有的人
[2617.8s-2619.8s] 在这五或者八
[2619.8s-2620.8s] 或者十天
[2620.8s-2621.8s] 我们看
[2621.8s-2622.8s] 我会问你们
[2622.8s-2625.8s] 从明天开始计算
[2625.8s-2626.8s] 总回策略
[2626.8s-2629.8s] 我希望大家不要超过百六
[2629.8s-2632.8s] 这是我对你们的一个小要求
[2632.8s-2636.9s] 今天的不算
[2636.9s-2637.9s] 今天不叫回策
[2637.9s-2639.9s] 今天叫还给市场一点
[2639.9s-2640.9s] 没有问题
[2640.9s-2642.9s] 从明天开始计算
[2642.9s-2644.9s] 我希望
[2644.9s-2645.9s] 在这五到十天里面
[2645.9s-2646.9s] 大家的回策
[2646.9s-2648.9s] 不要超过百六
[2648.9s-2649.9s] 好吧
[2649.9s-2650.9s] 到时候我会问大家
[2650.9s-2657.4s] 看看谁是毒狗
[2657.4s-2658.4s] 好吧
[2658.4s-2659.4s] 空仓当然也没有问题
[2659.4s-2661.4s] 这有啥问题呢
[2662.4s-2663.4s] 你们想
[2663.4s-2664.4s] 当时我有很多粉丝
[2664.4s-2665.4s] 在这个节点
[2665.4s-2666.4s] 你们还记得吗
[2666.4s-2670.7s] 有好多在这个节点
[2670.7s-2672.7s] 有一些粉丝从这里开始
[2672.7s-2674.7s] 空仓空到这里为止
[2674.7s-2675.7s] 牛不牛逼
[2675.7s-2676.7s] 真牛逼
[2676.7s-2677.7s] 他就是软件不出多
[2677.7s-2679.7s] 他不做
[2679.7s-2681.7s] 这里有人去试错过
[2681.7s-2682.7s] 但第二天出空了
[2682.7s-2683.7s] 他走了
[2683.7s-2685.7s] 他熬到这边为止
[2685.7s-2686.7s] 这种人肯定牛逼
[2686.7s-2688.7s] 这种人交易一定能稳定
[2688.7s-2692.4s] 就我说了一定
[2692.4s-2693.4s] 一定能稳定
[2693.4s-2695.4s] 能够从这里开始
[2695.4s-2696.4s] 空下来
[2696.4s-2697.4s] 能坚持到这种位置
[2697.4s-2699.4s] 才去进场的人
[2699.4s-2700.4s] 在这里有个试错双位
[2700.4s-2702.4s] 正常因为这里出现
[2702.4s-2703.4s] 会有迷惑性的
[2703.4s-2704.4s] 有人在这里进场了
[2704.4s-2705.4s] 但是第二天又出空了
[2705.4s-2706.4s] 他止损掉了
[2706.4s-2707.4s] 最终熬到了
[2707.4s-2708.4s] 这边开始的这种人
[2708.4s-2710.4s] 一定能稳定的
[2710.4s-2712.4s] 他有交易天赋
[2712.4s-2713.4s] 适合做交易
[2713.4s-2714.4s] 我直接说
[2714.4s-2716.4s] 这类人一定适合做交易
[2716.4s-2718.4s] 而且一定会有
[2718.4s-2723.9s] 达到大结果
[2723.9s-2724.9s] 能懂吗
[2724.9s-2727.9s] 一定达到大结果
[2727.9s-2729.9s] 对自治力很强
[2729.9s-2735.5s] 自治力非常强
[2735.5s-2737.5s] 我今天还狂给市场就空舱
[2737.5s-2739.5s] 这个就是没有对错的
[2739.5s-2740.5s] 关键我说一点
[2740.5s-2742.5s] 空舱的人
[2742.5s-2743.5s] 你能憋得住指数
[2743.5s-2745.5s] 一反弹你就不去做吗
[2745.5s-2746.5s] 就很多人现在
[2746.5s-2747.5s] 现在可厉害了就在说
[2747.5s-2748.5s] 我准备空舱了
[2748.5s-2749.5s] 我准备空舱了
[2749.5s-2750.5s] 你文心自问自己
[2750.5s-2751.5s] 你能空几天
[2751.5s-2754.9s] 你实在憋不住的人
[2754.9s-2755.9s] 就留一两层舱位
[2755.9s-2757.9s] 其他舱位就逆回购
[2757.9s-2758.9s] 一两层舱位
[2758.9s-2759.9s] 就当你是随便你了
[2759.9s-2760.9s] 就是说白了
[2760.9s-2761.9s] 理论上面就是
[2761.9s-2763.9s] 至少你不寂寞
[2763.9s-2764.9s] 我是不会相信你们的
[2764.9s-2765.9s] 我只相信人性
[2765.9s-2767.9s] 不要现在给我吹牛逼说
[2767.9s-2769.9s] 我要空舱了我要空舱了
[2769.9s-2771.9s] 指数一根阳线你就憋不住了
[2771.9s-2773.9s] 算了吧留个一两层舱位
[2773.9s-2775.9s] 留个两三层舱位
[2775.9s-2777.9s] 就解解你们的手痒
[2777.9s-2779.9s] 就当是解手痒
[2779.9s-2783.0s] 怎么办呢
[2783.0s-2784.0s] 对不对
[2784.0s-2786.0s] 怎么办呢
[2786.0s-2788.0s] 我信你们个鬼
[2792.4s-2797.0s] 空两天就手痒了
[2797.0s-2798.0s] 对呀我信你们个鬼
[2798.0s-2801.0s] 吹牛逼在我面前吹牛逼
[2801.0s-2803.0s] 很多人我是不相信的
[2803.0s-2804.0s] 好吧
[2804.0s-2807.0s] 我们整体的策略我们就
[2807.0s-2810.0s] 整体的策略我们就非常的明确了
[2810.0s-2812.0s] 整体策略非常的明确
[2812.0s-2814.0s] 买少能的就是脑残
[2814.0s-2816.0s] 昨天直播白听了
[2816.0s-2819.0s] 还好昨天直播我要克服路评了
[2819.0s-2821.0s] 是吧
[2821.0s-2825.0s] 哪个粉丝买了少能
[2825.0s-2826.0s] 去克服那边领我
[2826.0s-2828.0s] 昨天的那个视频
[2828.0s-2830.0s] 特意剪下来的就是
[2830.0s-2832.0s] 就是针对你这样子的心里
[2832.0s-2834.0s] 没点逼述的人
[2834.0s-2836.0s] 短线交易不来
[2836.0s-2839.0s] 还敢去顶一字板哪来的勇气
[2851.6s-2853.6s] 好吧
[2853.6s-2856.6s] 明天出不出多也已经不重要了
[2856.6s-2858.6s] 明天出不出多也已经不重要了
[2858.6s-2861.6s] 我说了指数是看一个阶段
[2861.6s-2863.6s] 我的话讲得非常明确
[2863.6s-2865.6s] 指数是看一个阶段的
[2865.6s-2868.6s] 猜明天的指数怎么样就不用去猜了
[2868.6s-2869.6s] 我只知道
[2869.6s-2872.6s] 现在是三阶段
[2872.6s-2875.6s] 结束的点哪怕他再有反复
[2875.6s-2878.6s] 也就是说的我说的只是反复
[2878.6s-2881.6s] 不可能再在这里又开启一波主声断
[2881.6s-2882.6s] 您您
[2882.6s-2884.6s] 梦里面在想想啥呢
[2884.6s-2889.4s] 好吧我我只接受客观事实
[2889.4s-2891.4s] 就完事了至于他后面怎么走
[2891.4s-2893.4s] 我们又不是不能调整
[2893.4s-2894.4s] 搞到好像我们
[2894.4s-2895.4s] 怎么了
[2895.4s-2896.4s] 我们手被绑住了
[2896.4s-2898.4s] 我们不能不能改
[2898.4s-2902.0s] 接下来的策略了是吗
[2902.0s-2907.0s] 出现卖点你就得检查还是这个逻辑
[2907.0s-2908.0s] 至于他后面怎么样
[2908.0s-2909.0s] 我们怎么了
[2909.0s-2912.0s] 我们人挂了还是我们手废了
[2913.0s-2916.0s] 做股票交易怎么我们还不能
[2916.0s-2919.0s] 不能根据市场环境来去做确定了
[2919.0s-2922.0s] 只是现在就是风险大于机会
[2922.0s-2927.5s] 三阶段大概就在这里要走完了
[2927.5s-2928.5s] 对吧
[2928.5s-2930.5s] 就这么回事没毛病
[2930.5s-2932.5s] 我们这波只是为了
[2932.5s-2933.5s] 因为风险大于机会了
[2933.5s-2935.5s] 所以要检查位
[2935.5s-2937.5s] 那么防范的是四阶量的调整力度
[2937.5s-2939.5s] 怕过于大
[2939.5s-2940.5s] 怕过于大
[2940.5s-2942.5s] 那我举这个案例你们就懂了呀
[2942.5s-2944.5s] 中国长城这个案例
[2944.5s-2946.5s] 你在这里卖
[2946.5s-2948.5s] 最后你会发现在这里卖的人
[2948.5s-2950.5s] 跟在今天卖的人是不是差不多
[2950.5s-2952.5s] 那我反问你一句话
[2952.5s-2954.5s] 哪怕指数反包了
[2954.5s-2957.4s] 哪怕指数反包了
[2957.4s-2958.4s] 后面他跌下来
[2958.4s-2959.4s] 难道你
[2959.4s-2961.4s] 难道你会指数反包就去卖
[2961.4s-2962.4s] 你肯定也不会
[2962.4s-2963.4s] 因为你既然拿着
[2963.4s-2965.4s] 拿着你的卖点就没有出现
[2965.4s-2966.4s] 那你也是等调下来
[2966.4s-2967.4s] 破什么线以后去卖
[2967.4s-2969.4s] 那请问你到那个破那个线以后
[2969.4s-2971.4s] 跟今天去卖掉的人
[2971.4s-2974.4s] 有没有可能最后还是差不多的
[2974.4s-2975.4s] 懂了吗
[2975.4s-2977.4s] 纠结这个干嘛
[2977.4s-2978.4s] 能听懂了吗
[2978.4s-2980.4s] 我举中国长城就是为了告诉你们
[2980.4s-2982.4s] 三天前中国长城卖掉的人
[2982.4s-2983.4s] 跟今天卖掉的人
[2983.4s-2985.4s] 最后拿到的结果是一样的
[2985.4s-2986.4s] 那反观我们指数
[2986.4s-2988.4s] 已经感受到风险大于机会了
[2988.4s-2990.4s] 请问今天离场的人
[2990.4s-2992.4s] 跟你还要坚持去看一下
[2992.4s-2994.4s] 看宴最后的牌的人
[2994.4s-2996.4s] 你去破卫所谓的十一线
[2996.4s-2997.4s] 或者二十一线破卫的人
[2997.4s-2999.4s] 十一线破卫的人
[2999.4s-3001.4s] 假设
[3001.4s-3003.4s] 难道最后你就一定会卖的
[3003.4s-3005.4s] 比我们当下好吗
[3005.4s-3008.4s] 可能最后大家卖的也是差不多的
[3008.4s-3009.4s] 能懂了吗
[3009.4s-3010.4s] 所以不要去纠结
[3010.4s-3011.4s] 这种没有意义
[3011.4s-3012.4s] 我们只要去评估
[3012.4s-3014.4s] 从这个节点开始
[3014.4s-3015.4s] 你认为指数
[3015.4s-3017.4s] 还能单编组生浪的概率有多少
[3017.4s-3018.4s] 思考
[3018.4s-3020.7s] 这个问题才是核心
[3020.7s-3021.7s] 懂了吗
[3021.7s-3023.7s] 我们思考的问题是
[3023.7s-3024.7s] 在这个节点反复
[3024.7s-3025.7s] 根本就不重要
[3025.7s-3026.7s] 因为最后卖
[3026.7s-3028.7s] 大家不会有太大的差别
[3028.7s-3030.7s] 或者谁都不知道谁卖的好
[3030.7s-3031.7s] 我们只考虑一个问题
[3031.7s-3032.7s] 难道在这个阶段
[3032.7s-3034.7s] 还会开启一个波段组生浪吗
[3034.7s-3035.7s] 这种概率有多少
[3035.7s-3039.7s] 如果这种概率不高于百分之
[3039.7s-3043.7s] 不高于百分之六十
[3043.7s-3048.7s] 你觉得有必要去冒风险吗
[3049.7s-3051.7s] 懂这个逻辑了吗
[3051.7s-3053.7s] 现在知道股票交易是怎么做了吗
[3053.7s-3054.7s] 现在知道
[3054.7s-3055.7s] 为什么数学很重要了吗
[3055.7s-3056.7s] 现在知道
[3056.7s-3057.7s] 为什么我老是跟你们讲
[3057.7s-3058.7s] 云亏比概率
[3058.7s-3059.7s] 培率
[3059.7s-3063.3s] 理解了吧
[3063.3s-3064.3s] 我在思考的问题
[3064.3s-3065.3s] 从来不是你们在思考的问题
[3065.3s-3066.3s] 我在思考的问题
[3066.3s-3068.3s] 后面的还能走一波
[3068.3s-3070.3s] 组生浪的概率有多大
[3070.3s-3073.3s] 既然这个概率都不到百分之二十
[3073.3s-3074.3s] 那请问
[3074.3s-3075.3s] 为什么摇骰子
[3075.3s-3076.3s] 摇一和二
[3076.3s-3077.3s] 我才能赢
[3077.3s-3078.3s] 摇三四五六
[3078.3s-3079.3s] 就是你赢
[3079.3s-3081.3s] 那我为什么要跟你摇骰子
[3081.3s-3082.3s] 我不跟你摇
[3082.3s-3083.3s] 不行吗
[3083.3s-3085.3s] 就好比我打德州
[3085.3s-3087.3s] 我拿了个七九童色
[3087.3s-3089.3s] 我就一定要上吗
[3089.3s-3091.3s] 人家随便拿个AK牌
[3091.3s-3093.3s] AGO牌都比我胜率大得多
[3093.3s-3095.3s] 有人说我去补个童花顺
[3095.3s-3096.3s] 你可以补个童花顺
[3096.3s-3098.3s] 你他要概率有多少
[3098.3s-3100.3s] 是不是这个道理
[3100.3s-3101.3s] 打过德州的人
[3101.3s-3102.3s] 都能懂我这句话
[3102.3s-3104.3s] 我拿了七九童色
[3104.3s-3105.3s] 对不对
[3105.3s-3106.3s] 是的
[3106.3s-3108.3s] 你是可以去补个童花顺
[3109.3s-3110.3s] 补个顺子
[3110.3s-3112.3s] 但是你更拿AK牌的人
[3112.3s-3114.3s] AK牌的人比你的胜率有多少
[3114.3s-3116.3s] 那我为什么就一定要进场呢
[3116.3s-3117.3s] 我气牌不行吗
[3117.3s-3119.3s] 等我拿到AGO童色的时候
[3119.3s-3120.3s] 我玩死你
[3120.3s-3121.3s] 为什么
[3121.3s-3122.3s] 因为AGO童色
[3122.3s-3124.3s] 我的胜率有68%多
[3124.3s-3125.3s] 我为什么不跟你玩
[3125.3s-3129.1s] AGO童色我的胜率
[3129.1s-3130.1s] 基本上在68%以上
[3130.1s-3131.1s] 我为什么不玩
[3131.1s-3132.1s] 我包完的
[3132.1s-3134.1s] 德州全是概率
[3134.1s-3135.1s] 我跟你说
[3135.1s-3142.3s] 高手打德州全是概率
[3142.3s-3143.3s] 老美不该来中国
[3143.3s-3145.3s] 那是因为你理解错了
[3146.3s-3148.3s] 知道什么叫利好兑现吗
[3148.3s-3150.7s] 特朗普要来中国
[3150.7s-3152.7s] 这件事情是很早就知道了
[3152.7s-3154.7s] 市场能有这一波美股也好
[3154.7s-3155.7s] A股也好
[3155.7s-3157.7s] 有一波三阶段
[3157.7s-3159.7s] 都要感谢特特
[3159.7s-3160.7s] 朗朗普普
[3160.7s-3162.7s] 脑子里面在想什么
[3162.7s-3166.5s] 没有这个消息
[3166.5s-3168.5s] 美股凭什么能够这么快新高
[3168.5s-3169.5s] 没有这个消息
[3169.5s-3170.5s] 凭什么A股能走三阶段
[3170.5s-3173.5s] 是因为现在利好兑现掉了
[3173.5s-3174.5s] 好了
[3174.5s-3175.5s] 你们明白了吗
[3175.5s-3177.5s] 甚至是
[3177.5s-3178.5s] 对市场的理解
[3178.5s-3180.5s] 真的实在太菜了
[3180.5s-3182.5s] 来的那一颗利好都已经兑现掉了
[3182.5s-3183.5s] 还有多少超预期的东西
[3183.5s-3185.5s] 除非能弹出什么
[3185.5s-3188.5s] 特别重要的东西来
[3188.5s-3189.5s] 炒股炒股炒的
[3189.5s-3190.5s] 本来就是预期
[3190.5s-3191.5s] 你以为炒什么
[3191.5s-3194.5s] 炒到你落地的时候
[3194.5s-3195.5s] 为什么存储芯片
[3195.5s-3196.5s] 业绩落地了
[3196.5s-3197.5s] 我还会跟你们说
[3197.5s-3198.5s] 存储有很大预期
[3198.5s-3199.5s] 因为他未来业绩
[3199.5s-3201.5s] 还会很好
[3201.5s-3202.5s] 懂了吗
[3202.5s-3203.5s] 我们现在存储芯片的
[3203.5s-3205.5s] 涨幅炒的是他的
[3205.5s-3206.5s] 二级报
[3206.5s-3210.4s] 能不能明白
[3210.4s-3212.4s] 能不能明白理解了吗
[3212.4s-3214.4s] 炒股核心炒的是预期
[3214.4s-3216.4s] 有预期差的地方
[3216.4s-3218.4s] 你才有预期都没了
[3218.4s-3220.4s] 只有诞生新的预期
[3220.4s-3222.4s] 股价才会上涨
[3222.4s-3224.4s] 只有诞生新的预期
[3224.4s-3226.4s] 股价才会上涨
[3226.4s-3227.4s] 等到二级报
[3227.4s-3229.4s] 比如说未来还要炒得名利
[3229.4s-3231.4s] 那你炒的就是年报了
[3231.4s-3233.4s] 你炒的是下半年了
[3233.4s-3234.4s] 甚至有可能要炒的是
[3234.4s-3235.4s] 未来的预期报
[3235.4s-3237.4s] 2027年的预期报了
[3237.4s-3238.4s] 懂吗
[3238.4s-3239.4s] 要懂
[3239.4s-3240.4s] 要理解
[3241.4s-3242.4s] 股市的核心本质
[3242.4s-3245.4s] 就是炒预期和炒预期差
[3245.4s-3246.4s] 炒预期这个词
[3246.4s-3249.4s] 是在我们的短线上面的
[3249.4s-3250.4s] 在短线上面的
[3250.4s-3252.4s] 有一个炒预期这个词
[3253.4s-3254.4s] 好了
[3254.4s-3257.4s] 那么我们今天就结束
[3257.4s-3258.4s] 拜拜
