[6.6s-14.9s] 来晚上好
[2482.3s-2484.3s] 刚刚好
[2484.3s-2487.3s] 刚刚好50个人以内
[2487.3s-2488.3s] 那这样子我基本上
[2488.3s-2490.3s] 面向可以跟所有人交流
[2490.3s-2494.6s] 什么讲私募股权
[2494.6s-2495.6s] 跟私募有什么关系
[2495.6s-2498.6s] 你要不别下这波乱扯
[2498.6s-2499.6s] 别下这波乱扯
[2499.6s-2500.6s] 什么私募股权
[2500.6s-2504.5s] 怎么还想来入股我们
[2504.5s-2506.5s] 软件公司
[2506.5s-2508.5s] 你们想的倒是挺美呀
[2509.5s-2511.5s] 怎么还想
[2511.5s-2512.5s] 还想来参谋我的公司
[2512.5s-2514.5s] 我又不找投资人
[2514.5s-2516.5s] 你们倒是挺聪明的
[2516.5s-2519.5s] 上市了分一杯羹是吧
[2521.5s-2523.5s] 这个不到深度的好朋友
[2523.5s-2525.5s] 真的是想都不要想
[2526.5s-2527.5s] 笑死了
[2527.5s-2529.5s] 上海跟杭州有什么区别
[2529.5s-2530.5s] 一脚油门的事情
[2530.5s-2532.5s] 你还跟上海的还跟我说
[2532.5s-2535.5s] 上海杭州真的没什么区别
[2535.5s-2536.5s] 一脚油门的事情
[2536.5s-2541.1s] 笑死
[2541.1s-2542.1s] 好
[2542.1s-2544.1s] 这个提前跟大家讲一下
[2544.1s-2545.1s] 那么接下来的时间
[2545.1s-2546.1s] 我们把盘面
[2546.1s-2547.1s] 最后我给大家做一个
[2547.1s-2550.1s] 综合的副盘
[2551.1s-2552.1s] 综合的副盘
[2552.1s-2553.1s] 好吗
[2554.1s-2555.1s] 来吧
[2555.1s-2556.1s] 接下来的时间
[2556.1s-2557.1s] 我给大家再做一个
[2557.1s-2558.1s] 副盘总结
[2558.1s-2559.1s] 我们今天的直播
[2559.1s-2560.1s] 就到此结束
[2560.1s-2562.1s] 当然会有大理
[2562.1s-2563.1s] 当然会有你们
[2563.1s-2564.1s] 意想不到的东西
[2564.1s-2565.1s] 但核心我们主要
[2565.1s-2566.1s] 我觉得主要还是
[2566.1s-2568.1s] 为了线下聚会
[2568.1s-2570.1s] 这才是我们的
[2570.1s-2572.1s] 为我们的胜利庆功
[2572.1s-2573.1s] 这是我们的第一个点
[2573.1s-2575.1s] 大家吃好喝好
[2575.1s-2576.1s] 我觉得
[2576.1s-2578.1s] 人生总是要放松一下的
[2578.1s-2580.1s] 就干好三件事情
[2580.1s-2581.1s] 干好三件事情
[2581.1s-2584.1s] 吃好喝好学好
[2584.1s-2585.1s] 能懂吗
[2585.1s-2587.1s] 学习不能落下
[2587.1s-2588.1s] 要学到东西
[2588.1s-2589.1s] 这是第一个
[2589.1s-2591.1s] 第二那也要吃好
[2591.1s-2592.1s] 也要喝好
[2592.1s-2593.1s] OK
[2593.1s-2595.1s] 是我们的一次庆功
[2596.1s-2597.1s] 我更看
[2597.1s-2599.1s] 从我的角度来说
[2599.1s-2601.1s] 更看重的一定是庆功业
[2601.1s-2603.1s] 间接我们家的一些铁粉
[2603.1s-2605.1s] 可能从你们的角度来说
[2605.1s-2606.1s] 吃饭重要
[2606.1s-2608.1s] 见我更重要
[2608.1s-2610.1s] 学点东西更重要
[2610.1s-2612.1s] 每个人的诉求
[2612.1s-2613.1s] 还是有点不太一样
[2613.1s-2614.1s] 我的诉求就是
[2614.1s-2615.1s] 见见大家
[2615.1s-2616.1s] 开心一下
[2616.1s-2617.1s] 不然我们都是在
[2617.1s-2618.1s] 银屏前
[2618.1s-2619.1s] 其实我跟大家还是
[2619.1s-2621.1s] 我对大家还是比较陌生
[2621.1s-2623.1s] 我对大家还是比较陌生
[2623.1s-2627.4s] 熟悉了以后
[2627.4s-2629.4s] 未来会有很多种可能性
[2629.4s-2630.4s] 理解吧
[2630.4s-2632.4s] 未来会有很多种可能性
[2632.4s-2633.4s] 也要感谢
[2633.4s-2634.4s] 我们互联网自媒体
[2634.4s-2635.4s] 这个平台
[2635.4s-2636.4s] 没有自媒体这个平台
[2636.4s-2637.4s] 怎么可能认识
[2637.4s-2639.4s] 大家都在五福四海的
[2640.4s-2642.4s] 没有入股这个说法
[2642.4s-2643.4s] 都跟你们说了
[2643.4s-2644.4s] 没有入股这个说法
[2644.4s-2646.4s] 这么别瞎扯
[2646.4s-2647.4s] 别瞎扯
[2647.4s-2648.4s] 大大带不带师娘
[2648.4s-2649.4s] 师娘肯定带
[2651.4s-2659.0s] 师娘必须要带
[2659.0s-2664.1s] 师娘必须要带上
[2664.1s-2665.1s] OK
[2665.1s-2666.1s] 那么来吧
[2666.1s-2667.1s] 最后的时间
[2667.1s-2668.1s] 我们把盘面再来讲一下
[2668.1s-2670.1s] 我还是跟你们讲这句话
[2670.1s-2672.1s] 四阶段大家不要急
[2673.1s-2674.1s] 赚钱
[2674.1s-2675.1s] 我跟你们讲过了
[2675.1s-2677.1s] 经过了一轮行情以后
[2677.1s-2679.1s] 我们至少能确定一件事情
[2679.1s-2681.1s] 哪怕你是个交易能力
[2681.1s-2682.1s] 差的人
[2682.1s-2686.1s] 你只要能够跟上软件和直播
[2686.1s-2688.1s] 在这种主声浪的阶段
[2688.1s-2689.1s] 行情好的阶段
[2689.1s-2691.1s] 赚不到钱吗
[2691.1s-2692.1s] 赚得到钱
[2692.1s-2693.1s] 对不对
[2693.1s-2694.1s] 至少我们可以确认一件事情
[2694.1s-2697.1s] 就是至少在我们现在这里
[2697.1s-2699.1s] 我们的模型是可复制的
[2699.1s-2701.1s] 未来只要同样诞生这种行情
[2701.1s-2702.1s] 依旧能赚钱
[2702.1s-2703.1s] 而且我也跟大家讲过了
[2703.1s-2705.1s] 牛市基本上
[2705.1s-2708.1s] 会持续到2028年左右
[2708.1s-2710.1s] 还有两年多的时间
[2710.1s-2713.1s] 至少还会出15波左右的行情
[2713.1s-2716.7s] 对不对
[2716.7s-2718.7s] 对不对
[2718.7s-2719.7s] 对不对
[2719.7s-2722.7s] 还会出15波左右的行情
[2722.7s-2724.7s] 把接下来的行情把握住就好了
[2724.7s-2726.7s] 因为现在我可以说
[2726.7s-2728.7s] 现在我都不把你们叫新粉了
[2728.7s-2730.7s] 因为基本上没有新粉进来了
[2730.7s-2731.7s] 我们新粉的
[2731.7s-2732.7s] 因为从我们手机板上线以后
[2732.7s-2734.7s] 就没有名额了
[2734.7s-2736.7s] 所以这里马上再过个两个礼拜
[2736.7s-2737.7s] 我觉得你们都是老粉了
[2737.7s-2739.7s] 懂吗
[2739.7s-2740.7s] 再过两个礼拜
[2740.7s-2742.7s] 你们是不是应该算都是老粉了
[2742.7s-2743.7s] 来听直播
[2743.7s-2745.7s] 估计都已经将近快有
[2745.7s-2746.7s] 三个礼拜到一个月以上了
[2746.7s-2748.7s] 所以不能再说自己是新粉了
[2748.7s-2750.7s] 听了这么多档课
[2750.7s-2751.7s] 听了这么多历史直播回报
[2751.7s-2755.2s] 对吧
[2755.2s-2756.2s] 对吧
[2756.2s-2758.2s] 所以说再过两礼拜
[2758.2s-2760.2s] 你们都是老粉了
[2760.2s-2761.2s] 统一定义为全是老粉
[2761.2s-2762.2s] 因为现在没有新粉进来
[2762.2s-2765.2s] 我们把路子全部卡掉了
[2765.2s-2768.2s] 都是老粉
[2768.2s-2769.2s] 好吧
[2769.2s-2770.2s] 好
[2770.2s-2771.2s] 那么
[2771.2s-2772.2s] 这个
[2772.2s-2775.2s] 这个理解了就
[2775.2s-2776.2s] 可以了
[2776.2s-2777.2s] 所以我们
[2777.2s-2778.2s] 肯定有的呀
[2778.2s-2780.2s] 这肯定有的
[2780.2s-2783.2s] 女粉占比应该30%吧
[2783.2s-2784.2s] 就我自己的感触
[2784.2s-2786.2s] 因为书凡老师比较帅
[2786.2s-2789.2s] 书凡老师吸引了很多的女粉进来
[2789.2s-2793.2s] 自从有了书凡老师
[2793.2s-2794.2s] 发现女粉比例越来越多
[2794.2s-2795.2s] 现在我感觉我们
[2795.2s-2798.2s] 这里直播间女粉比例大概30%
[2798.2s-2809.0s] 没有30%也有25%
[2809.0s-2813.4s] 好了
[2813.4s-2814.4s] 来你们看
[2814.4s-2815.4s] 女粉都冒泡了
[2815.4s-2817.4s] 女粉都冒泡了
[2817.4s-2821.4s] 有25%是肯定有的
[2821.4s-2822.4s] 而且我跟你们说
[2822.4s-2823.4s] 你们都别不好意思
[2823.4s-2826.4s] 你们交易都做不过女粉
[2826.4s-2827.4s] 有很多大老爷们
[2827.4s-2828.4s] 做的什么鬼交易
[2828.4s-2831.8s] 我都不想说你们
[2831.8s-2832.8s] 现在这一波行情
[2832.8s-2833.8s] 做的好的人里面
[2833.8s-2834.8s] 还是女粉的占比高
[2834.8s-2839.7s] 我就直接跟你们说
[2839.7s-2840.7s] 我实话说
[2840.7s-2842.7s] 做交易这件事情上面
[2842.7s-2843.7s] 我真的发现了
[2843.7s-2844.7s] 女粉很多时候
[2844.7s-2846.7s] 就是比男粉做的好
[2846.7s-2847.7s] 男粉自以为是
[2847.7s-2850.7s] 想把特别多
[2850.7s-2852.7s] 就跟我们打高尔夫一样
[2852.7s-2853.7s] 我们的教练
[2853.7s-2855.7s] 跟我们讲过一句话
[2855.7s-2856.7s] 男生跟女生
[2856.7s-2857.7s] 最大的区别是什么
[2857.7s-2859.7s] 男生的同一个教练交出来
[2859.7s-2861.7s] 动作是五花八门的
[2861.7s-2862.7s] 你们知道为什么吗
[2862.7s-2863.7s] 因为想法比较多
[2863.7s-2864.7s] 就比如说像我
[2864.7s-2866.7s] 我也想法比较多
[2866.7s-2868.7s] 还要去指挥教练
[2868.7s-2869.7s] 但是女粉不一样
[2869.7s-2870.7s] 你会发现
[2870.7s-2871.7s] 青衣色一个教练
[2871.7s-2872.7s] 带出来的女粉
[2872.7s-2874.7s] 动作激粉95%一致
[2874.7s-2875.7s] 你们打过高尔夫的人
[2875.7s-2877.7s] 你们都能懂
[2877.7s-2878.7s] 打过高尔夫的人
[2878.7s-2879.7s] 你们都能懂
[2879.7s-2881.7s] 男生真的
[2881.7s-2883.7s] 我发现我跟我朋友打球
[2883.7s-2884.7s] 我发现大家的动作
[2884.7s-2886.7s] 都不太一样
[2886.7s-2887.7s] 但是女生的动作
[2887.7s-2889.7s] 基本都是韩式打法
[2889.7s-2890.7s] 基本都一致
[2890.7s-2891.7s] 自以为是
[2891.7s-2893.7s] 其实就是男人的天性
[2893.7s-2894.7s] 自以为是
[2894.7s-2896.7s] 真的就是自以为是
[2896.7s-2897.7s] 打高尔夫这件事情
[2897.7s-2898.7s] 教练跟我讲完
[2898.7s-2900.7s] 我是非常认可的
[2900.7s-2902.7s] 我是非常认可的
[2902.7s-2909.1s] 你们去看好了
[2909.1s-2910.1s] 你们去看好了
[2910.1s-2911.1s] 未来也是一样的
[2911.1s-2912.1s] 最后拿结果的时候
[2912.1s-2913.1s] 你们会发现一定是
[2913.1s-2917.1s] 而且相对来说
[2917.1s-2919.1s] 女粉会更加的
[2919.1s-2921.1s] 成文冷静一点
[2921.1s-2923.1s] 更加的成文冷静一点
[2923.1s-2925.1s] 也会更加的听话一点
[2925.1s-2927.1s] 这是完全不一样
[2927.1s-2928.1s] 这是我的感触
[2928.1s-2929.1s] 跟打高尔夫有点像
[2929.1s-2930.1s] 上周打了五场
[2930.1s-2932.1s] 姐夫打了六场
[2932.1s-2935.1s] 你跟林一说
[2935.1s-2937.1s] 把林一拨起来
[2937.1s-2941.1s] 影子姐你要跟林一说
[2941.1s-2943.1s] 你天天拉着她去打
[2943.1s-2945.1s] 这几天她在上培训课
[2945.1s-2948.1s] 好 OK
[2948.1s-2949.1s] 那么接下来的时间
[2949.1s-2950.1s] 我们来把
[2950.1s-2952.1s] 排面做一个总结来
[2952.1s-2953.1s] 所有人都听一下
[2953.1s-2954.1s] 我跟你们讲过了
[2954.1s-2955.1s] 四阶段本来就是比较难做的
[2955.1s-2957.1s] 那么我们把舱位压牢就好了
[2957.1s-2958.1s] 前面行情好
[2958.1s-2960.1s] 我会让你们天天满舱
[2960.1s-2961.1s] 满舱持股
[2961.1s-2962.1s] 没有问题
[2962.1s-2963.1s] 现在节奏不一样了
[2963.1s-2964.1s] 这里不是所有人能赚钱的
[2964.1s-2965.1s] 而且我认为这里
[2965.1s-2967.1s] 80%的人可能都是要亏钱的
[2967.1s-2968.1s] 做得不好的话
[2968.1s-2970.1s] 所以我们就保守一点
[2970.1s-2971.1s] 守住利润
[2971.1s-2972.1s] 你说布局个四层舱
[2972.1s-2974.1s] 两个方向机器人加上一个
[2974.1s-2977.1s] 芯片半导体没问题
[2977.1s-2978.1s] 这个没问题
[2978.1s-2979.1s] 我们就当在这里
[2979.1s-2980.1s] 是错是错
[2980.1s-2981.1s] 万一这里直接
[2981.1s-2983.1s] 直接在这里调整完之后
[2983.1s-2984.1s] 继续往前冲
[2984.1s-2986.1s] 至少我们是有一个底舱的
[2986.1s-2987.1s] 能理解吗
[2987.1s-2988.1s] OK
[2988.1s-2989.1s] 所以在大的格局上面
[2989.1s-2990.1s] 我们没有变
[2990.1s-2991.1s] 我们先等四阶段
[2991.1s-2992.1s] 去走完
[2992.1s-2994.1s] 看看是否有五阶段
[2994.1s-2995.1s] 如果没有
[2995.1s-2996.1s] 那就没办法了
[2996.1s-2997.1s] 后面我们可能一直要
[2997.1s-2998.1s] 做个股模式里面的
[2998.1s-2999.1s] 高频模式
[2999.1s-3000.1s] 随便玩玩就好了
[3000.1s-3001.1s] 一两层舱位
[3001.1s-3002.1s] 先过度过度
[3002.1s-3003.1s] 或者有一些
[3003.1s-3004.1s] 个别的好的标记的
[3004.1s-3005.1s] 到时候看看
[3005.1s-3006.1s] 有没有机会
[3006.1s-3007.1s] 那么当然我们的重心
[3007.1s-3008.1s] 还是等6月初的
[3008.1s-3009.1s] 腰骨行情
[3009.1s-3011.1s] 你们也都知道
[3011.1s-3012.1s] 情绪流天花板
[3012.1s-3014.1s] 是曾经我的错
[3014.1s-3016.1s] 从腰骨的逻辑来
[3016.1s-3017.1s] 从腰骨的做法也好
[3017.1s-3019.1s] 从波段的做法也好
[3019.1s-3021.1s] 两者更擅长
[3021.1s-3023.1s] 其实更擅长一定是腰骨
[3023.1s-3024.1s] 只不过是现在
[3024.1s-3026.1s] 波段是主流市场
[3026.1s-3028.1s] 主流的玩法
[3028.1s-3029.1s] 波段也OK
[3029.1s-3030.1s] 能懂吗
[3030.1s-3032.1s] 所以接下来大的机会
[3032.1s-3033.1s] 我们一定是放在
[3033.1s-3034.1s] 6月份 7月份
[3034.1s-3036.1s] 腰骨行情
[3037.1s-3039.3s] 好
[3039.3s-3040.3s] 那么这是对于
[3040.3s-3041.3s] 我们大环境的一个定义
[3041.3s-3042.3s] 没问题
[3042.3s-3043.3s] 第二个就是给你们讲过了
[3043.3s-3045.3s] 圈圈不要出去
[3045.3s-3046.3s] 现在市场的审美
[3046.3s-3047.3s] 依旧还是
[3047.3s-3049.3s] 业绩逻辑比较正的
[3049.3s-3050.3s] 业绩比较好的
[3050.3s-3051.3s] 所以你们会发现
[3051.3s-3052.3s] 芯片半导体里面的标记
[3052.3s-3054.3s] 存主芯片就会比较硬一点
[3054.3s-3055.3s] 因为它的逻辑
[3055.3s-3056.3s] 我跟你们说过了
[3056.3s-3058.3s] 今年反正都是非常如意的
[3058.3s-3059.3s] 包括到明年的业绩
[3059.3s-3061.3s] 也肯定也算炸裂的
[3061.3s-3062.3s] 能懂吗
[3062.3s-3064.3s] 所以这个市场的审美编号
[3064.3s-3066.3s] 并没有变化
[3067.3s-3068.3s] OK
[3068.3s-3069.3s] 那么第二个就是
[3069.3s-3070.3s] 我们不要出这个圈圈
[3070.3s-3071.3s] 目前这两天
[3071.3s-3072.3s] 这三天时间
[3072.3s-3074.3s] 两根阴线一根小阳线
[3074.3s-3076.3s] 我们的多空线上面
[3076.3s-3077.3s] 你们可以看出来
[3077.3s-3078.3s] 两根阴线一根小阳线
[3078.3s-3079.3s] 给我们一个答案
[3079.3s-3080.3s] 第一
[3080.3s-3082.3s] 能够穿越过来
[3082.3s-3083.3s] 在乱世当中
[3083.3s-3085.3s] 还能占据一个国家地位的
[3085.3s-3087.3s] 是我们的芯片半导体
[3087.3s-3089.3s] 它还是依旧的强硬了
[3089.3s-3090.3s] 第二
[3090.3s-3092.3s] 能新崛起的一个国家
[3092.3s-3094.3s] 因为主线消散
[3094.3s-3095.3s] 新崛起的一个国家
[3095.3s-3096.3s] 就是机器人
[3096.3s-3097.3s] 这两个方向来
[3097.3s-3099.3s] 目前来说是最扛跌的
[3100.3s-3101.3s] 最扛跌的
[3102.3s-3103.3s] 能懂吗
[3103.3s-3104.3s] 能懂吗
[3105.3s-3106.3s] 好
[3106.3s-3108.3s] 那么这两件事情搞明白了
[3108.3s-3110.3s] 我们就不要出这个圈
[3110.3s-3111.3s] 就好了
[3111.3s-3112.3s] 然后第三个
[3112.3s-3114.3s] 我们讲到了我们的个股模式
[3114.3s-3115.3s] 以及我们的
[3115.3s-3117.3s] 我分享的标的模型
[3117.3s-3119.3s] 那么也跟大家讲过了
[3119.3s-3121.3s] 我们目前怎么去做处理
[3121.3s-3123.3s] 包括像多福多
[3123.3s-3124.3s] 五日线不破
[3124.3s-3126.3s] 照益这三天不用看等等
[3126.3s-3127.3s] 我们都是有一个明确的标准的
[3127.3s-3128.3s] 一直跟大家讲过
[3128.3s-3130.3s] 在买入的那一刻
[3130.3s-3132.3s] 卖股就已经定下来了
[3132.3s-3134.3s] 在买入的那一刻
[3134.3s-3136.3s] 卖股就已经定下来了
[3136.3s-3137.3s] 那么个股模式这边
[3137.3s-3138.3s] 依旧也是跟随着
[3138.3s-3139.3s] 我们的仓位管理
[3139.3s-3140.3s] 小仓位完满就好了
[3140.3s-3141.3s] 当然
[3141.3s-3142.3s] 我还是那句话
[3142.3s-3143.3s] 非常欣赏
[3143.3s-3145.3s] 能够在这种阶段空舱的人
[3146.3s-3147.3s] 非常欣赏
[3147.3s-3148.3s] 能空舱的人
[3148.3s-3149.3s] 能够守住财富的人
[3149.3s-3150.3s] 你就不需要去折腾了
[3150.3s-3151.3s] 不需要每天烧脑
[3151.3s-3152.3s] 在这种轮动行情里面
[3152.3s-3154.3s] 搞起搞八的搞来搞去
[3154.3s-3155.3s] 搞了个半天累没累死
[3155.3s-3156.3s] 这我发现还要亏钱
[3157.3s-3158.3s] 对吧你下这边乱做
[3158.3s-3159.3s] 肯定很容易亏钱
[3159.3s-3161.3s] 你像今天的亏钱效应很大
[3161.3s-3163.3s] 你们自己看一下今天的亏钱效应
[3163.3s-3167.6s] 你们自己看一下今天的亏钱效应
[3167.6s-3171.4s] 这停的个股53家
[3171.4s-3172.4s] 你们要看这里
[3173.4s-3175.4s] 这停的个股53家
[3175.4s-3177.4s] 你要想想亏钱效应有多大
[3177.4s-3178.4s] 你一个做不好
[3178.4s-3180.4s] 就很容易买到这里的标的
[3180.4s-3186.3s] 能懂吗
[3186.3s-3188.3s] 所以说空舱
[3188.3s-3190.3s] 永远都是一个最好的策略
[3190.3s-3191.3s] 你拿了一个三七排
[3191.3s-3192.3s] 拿了一个六九排
[3192.3s-3193.3s] 你一定要
[3193.3s-3194.3s] 虽然是铜色的
[3194.3s-3197.3s] 但不是你一定要上桌的
[3197.3s-3199.3s] 对吧打得中你拿了个六九排
[3199.3s-3201.3s] 难道就一定要去看牌吗
[3201.3s-3202.3s] 不一定的
[3202.3s-3204.6s] 好吧
[3204.6s-3207.6s] 所以整体我们大的一个定调
[3207.6s-3208.6s] 定好就好了
[3208.6s-3209.6s] 现在是有点磨人
[3209.6s-3211.6s] 但是如果说你经不起磨人
[3212.6s-3213.6s] 你的钱也守不住
[3214.6s-3215.6s] 你的钱也守不住
[3216.6s-3217.6s] 好吧
[3217.6s-3219.6s] 那么接下来最后就是期待
[3219.6s-3222.6s] 我们的每一个周末的相见
[3222.6s-3223.6s] OK
[3223.6s-3224.6s] 拜拜
